Testing Data Season,None,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9to10,0.59091,-0.09091000000000005,0.12337999999999993,-0.045460000000000056,-0.1147200000000001,0.0,-0.045460000000000056,-0.09091000000000005,-0.09091000000000005,-0.06710000000000005,-0.06710000000000005,-0.045460000000000056,0.0,-0.09091000000000005,-0.045460000000000056,-0.09091000000000005,-0.09091000000000005
10to11,0.8,0.05713999999999997,0.04614999999999991,0.05713999999999997,-0.030770000000000075,0.0,0.0,-0.014290000000000025,0.0,0.06667000000000001,-0.07778000000000007,0.012499999999999956,0.0,0.05713999999999997,0.02352999999999983,-0.014290000000000025,0.06667000000000001
11to12,0.58333,-0.006410000000000027,-0.023329999999999962,-0.023329999999999962,0.08333999999999997,-0.006410000000000027,0.0,0.0,0.08333999999999997,0.0,0.13095999999999997,0.08333999999999997,-0.0043800000000000505,0.0,0.08333999999999997,0.15000000000000002,0.08333999999999997
12to13,0.76471,-0.05042000000000002,-0.09804000000000002,-0.09804000000000002,0.02100000000000002,0.0,-0.05042000000000002,-0.09804000000000002,-0.031379999999999963,-0.05042000000000002,-0.03744000000000003,-0.05042000000000002,-0.26471,-0.05882999999999994,-0.04249000000000003,-0.09804000000000002,0.0
13to14,0.6470600000000001,0.05881999999999998,0.05881999999999998,0.0,0.0,0.0,0.0,0.019609999999999905,0.019609999999999905,-0.03595000000000004,0.0,0.05881999999999998,-0.07563000000000009,0.05881999999999998,0.0,0.0,0.05881999999999998
14to15,0.55556,0.12864999999999993,0.06943999999999995,0.1444399999999999,0.22221999999999997,0.08079999999999998,0.044439999999999924,0.11110999999999993,0.22221999999999997,0.22221999999999997,-0.055560000000000054,0.0,0.11110999999999993,0.08079999999999998,0.11110999999999993,0.11110999999999993,0.06943999999999995
15to16,0.54167,0.0,-0.06340999999999997,-0.017859999999999987,0.0,-0.019930000000000003,0.01833000000000007,-0.041669999999999985,-0.041669999999999985,0.01833000000000007,-0.041669999999999985,0.05832999999999999,0.01833000000000007,0.0,0.035250000000000004,0.0,0.0
16to17,0.64286,0.049449999999999994,0.049449999999999994,0.049449999999999994,0.049449999999999994,0.049449999999999994,0.0,0.049449999999999994,0.0,0.049449999999999994,-0.06391000000000002,0.0,-0.017859999999999987,0.0,0.0,0.049449999999999994,-0.017859999999999987
17to18,0.54545,-0.10101000000000004,0.025980000000000003,-0.04544999999999999,0.025980000000000003,-0.04544999999999999,0.010110000000000063,0.07955000000000001,-0.10101000000000004,0.0,-0.10101000000000004,0.0,-0.04544999999999999,-0.10101000000000004,0.0,0.010110000000000063,-0.10101000000000004
Average Difference, ,0.005,0.021,0.002,0.028,0.006,-0.003,0.002,0.007,0.023,-0.035,0.013,-0.031,-0.006,0.018,0.013,0.008
