Season,Team,Player,Salary
2008-09,Cleveland Cavaliers,Trey Johnson,187258
2008-09,Dallas Mavericks,Jason Kidd,21372000
2008-09,Dallas Mavericks,Dirk Nowitzki,18077904
2008-09,Dallas Mavericks,Erick Dampier,11553000
2008-09,Dallas Mavericks,Josh Howard,9945000
2008-09,Dallas Mavericks,Jason Terry,9196000
2008-09,Dallas Mavericks,Jerry Stackhouse,7000000
2008-09,Dallas Mavericks,Matt Carroll,5050000
2008-09,Dallas Mavericks,D.J. Mbenga,1971941
2008-09,Dallas Mavericks,Antoine Wright,1800000
2008-09,Dallas Mavericks,Devean George,1600000
2008-09,Dallas Mavericks,Shawne Williams,1572960
2008-09,Dallas Mavericks,J.J. Barea,1500000
2008-09,Dallas Mavericks,Ryan Hollins,972581
2008-09,Dallas Mavericks,Keith McLeod,926678
2008-09,Dallas Mavericks,Gerald Green,854957
2008-09,Dallas Mavericks,Brandon Bass,826269
2008-09,Dallas Mavericks,James Singleton,826269
2008-09,Denver Nuggets,Kenyon Martin,14431816
2008-09,Denver Nuggets,Carmelo Anthony,14410581
2008-09,Denver Nuggets,Chauncey Billups,11050000
2008-09,Denver Nuggets,Nene Hilario,9680000
2008-09,Denver Nuggets,J.R. Smith,4985001
2008-09,Denver Nuggets,Steven Hunter,3862600
2008-09,Denver Nuggets,Antonio McDyess,3000000
2008-09,Denver Nuggets,Johan Petro,1939893
2008-09,Denver Nuggets,Linas Kleiza,1824493
2008-09,Denver Nuggets,Renaldo Balkman,1369920
2008-09,Denver Nuggets,Anthony Carter,1147533
2008-09,Denver Nuggets,Chris Andersen,998398
2008-09,Denver Nuggets,Dahntay Jones,926678
2008-09,Denver Nuggets,Sonny Weems,442114
2008-09,Denver Nuggets,Juwan Howard,51976
2008-09,Detroit Pistons,Allen Iverson,20840625
2008-09,Detroit Pistons,Rasheed Wallace,13930000
2008-09,Detroit Pistons,Richard Hamilton,10812500
2008-09,Detroit Pistons,Tayshaun Prince,9500000
2008-09,Detroit Pistons,Kwame Brown,4000000
2008-09,Detroit Pistons,Amir Johnson,3666667
2008-09,Detroit Pistons,Walter Herrmann,2000000
2008-09,Detroit Pistons,Jason Maxiell,1877572
2008-09,Detroit Pistons,Rodney Stuckey,1687320
2008-09,Detroit Pistons,Arron Afflalo,1015440
2008-09,Detroit Pistons,Antonio McDyess,950419
2008-09,Detroit Pistons,Will Bynum,711517
2008-09,Detroit Pistons,Walter Sharpe,442114
2008-09,Golden State Warriors,Monta Ellis,11000000
2008-09,Golden State Warriors,Andris Biedrins,9000000
2008-09,Golden State Warriors,Jamal Crawford,8640000
2008-09,Golden State Warriors,Corey Maggette,8275862
2008-09,Golden State Warriors,Stephen Jackson,7140000
2008-09,Golden State Warriors,Adonal Foyle,6800000
2008-09,Golden State Warriors,Ronny Turiaf,4500000
2008-09,Golden State Warriors,Kelenna Azubuike,2900000
2008-09,Golden State Warriors,Brandan Wright,2497320
2008-09,Golden State Warriors,Anthony Randolph,1709280
2008-09,Golden State Warriors,Marco Belinelli,1446720
2008-09,Golden State Warriors,Marcus Williams,1262520
2008-09,Golden State Warriors,C.J. Watson,711517
2008-09,Golden State Warriors,Anthony Morrow,442114
2008-09,Golden State Warriors,Rob Kurz,429111
2008-09,Golden State Warriors,Jermareo Davidson,422725
2008-09,Golden State Warriors,DeMarcus Nelson,182047
2008-09,Golden State Warriors,Richard Hendrix,57215
2008-09,Houston Rockets,Tracy McGrady,20370437
2008-09,Houston Rockets,Yao Ming,15070550
2008-09,Houston Rockets,Metta World Peace,7400000
2008-09,Houston Rockets,Shane Battier,6448900
2008-09,Houston Rockets,Brian Cook,3500000
2008-09,Houston Rockets,Luis Scola,3100667
2008-09,Houston Rockets,Carl Landry,3000000
2008-09,Houston Rockets,Jackie Butler,2552000
2008-09,Houston Rockets,Luther Head,1962378
2008-09,Houston Rockets,Brent Barry,1910000
2008-09,Houston Rockets,Chuck Hayes,1768000
2008-09,Houston Rockets,Justin Reed,1573000
2008-09,Houston Rockets,Kyle Lowry,1163520
2008-09,Houston Rockets,Aaron Brooks,1045560
2008-09,Houston Rockets,Von Wafer,826269
2008-09,Houston Rockets,Joey Dorsey,816500
2008-09,Houston Rockets,Dikembe Mutombo,794491
2008-09,Indiana Pacers,Troy Murphy,10126984
2008-09,Indiana Pacers,Mike Dunleavy,9000000
2008-09,Indiana Pacers,Rasho Nesterovic,8400000
2008-09,Indiana Pacers,T.J. Ford,8000000
2008-09,Indiana Pacers,Marquis Daniels,6864200
2008-09,Indiana Pacers,Jamaal Tinsley,6750000
2008-09,Indiana Pacers,Jeff Foster,5500000
2008-09,Indiana Pacers,Danny Granger,2329805
2008-09,Indiana Pacers,Maceo Baston,2272860
2008-09,Indiana Pacers,Jarrett Jack,2002623
2008-09,Indiana Pacers,Eddie Jones,2000000
2008-09,Indiana Pacers,Brandon Rush,1799160
2008-09,Indiana Pacers,Travis Diener,1620000
2008-09,Indiana Pacers,Roy Hibbert,1465400
2008-09,Indiana Pacers,Stephen Graham,826269
2008-09,Indiana Pacers,Josh McRoberts,711517
2008-09,Los Angeles Clippers,Zach Randolph,14666667
2008-09,Los Angeles Clippers,Baron Davis,11250000
2008-09,Los Angeles Clippers,Marcus Camby,10000000
2008-09,Los Angeles Clippers,Chris Kaman,9500000
2008-09,Los Angeles Clippers,Eric Gordon,2623200
2008-09,Los Angeles Clippers,Jason Hart,2484000
2008-09,Los Angeles Clippers,Ricky Davis,2300000
2008-09,Los Angeles Clippers,Al Thornton,1776240
2008-09,Los Angeles Clippers,Brian Skinner,1262275
2008-09,Los Angeles Clippers,Jason Williams,1262275
2008-09,Los Angeles Clippers,Mardy Collins,1034760
2008-09,Los Angeles Clippers,Cheikh Samb,797581
2008-09,Los Angeles Clippers,Steve Novak,797581
2008-09,Los Angeles Clippers,Alex Acker,711517
2008-09,Los Angeles Clippers,Fred Jones,622531
2008-09,Los Angeles Clippers,DeAndre Jordan,550000
2008-09,Los Angeles Clippers,Mike Taylor,500000
2008-09,Los Angeles Clippers,Paul Davis,328416
2008-09,Los Angeles Clippers,Hassan Adams,297163
2008-09,Los Angeles Lakers,Kobe Bryant,21262500
2008-09,Los Angeles Lakers,Pau Gasol,15106000
2008-09,Los Angeles Lakers,Lamar Odom,14148596
2008-09,Los Angeles Lakers,Derek Fisher,4700000
2008-09,Los Angeles Lakers,Sasha Vujacic,4524887
2008-09,Los Angeles Lakers,Luke Walton,4420000
2008-09,Los Angeles Lakers,Adam Morrison,4159200
2008-09,Los Angeles Lakers,Trevor Ariza,3100000
2008-09,Los Angeles Lakers,Andrew Bynum,2769300
2008-09,Los Angeles Lakers,Jordan Farmar,1080000
2008-09,Los Angeles Lakers,D.J. Mbenga,880658
2008-09,Los Angeles Lakers,Josh Powell,854957
2008-09,Los Angeles Lakers,Shannon Brown,797581
2008-09,Los Angeles Lakers,Sun Yue,442114
2008-09,Memphis Grizzlies,Antoine Walker,8854475
2008-09,Memphis Grizzlies,Darko Milicic,7020000
2008-09,Memphis Grizzlies,Marko Jaric,6575000
2008-09,Memphis Grizzlies,Greg Buckner,4010005
2008-09,Memphis Grizzlies,O.J. Mayo,3875040
2008-09,Memphis Grizzlies,Mike Conley,3630480
2008-09,Memphis Grizzlies,Marc Gasol,3093333
2008-09,Memphis Grizzlies,Steve Francis,2636550
2008-09,Memphis Grizzlies,Rudy Gay,2579400
2008-09,Memphis Grizzlies,Chris Mihm,2500000
2008-09,Memphis Grizzlies,Damon Stoudamire,2325000
2008-09,Memphis Grizzlies,Hakim Warrick,2119102
2008-09,Memphis Grizzlies,Hamed Haddadi,1572221
2008-09,Memphis Grizzlies,Adonal Foyle,1262275
2008-09,Memphis Grizzlies,Mike Wilks,998398
2008-09,Memphis Grizzlies,Darrell Arthur,977160
2008-09,Memphis Grizzlies,Quinton Ross,854957
2008-09,Memphis Grizzlies,Darius Miles,704752
2008-09,Memphis Grizzlies,Shaun Livingston,370000
2008-09,Miami Heat,Jermaine O'Neal,21372000
2008-09,Miami Heat,Dwyane Wade,14410581
2008-09,Miami Heat,Mark Blount,8513916
2008-09,Miami Heat,Udonis Haslem,6575000
2008-09,Miami Heat,Michael Beasley,4314960
2008-09,Miami Heat,James Jones,4010000
2008-09,Miami Heat,Dorell Wright,2612835
2008-09,Miami Heat,Smush Parker,1660000
2008-09,Miami Heat,Daequan Cook,1273200
2008-09,Miami Heat,Jamaal Magloire,1141838
2008-09,Miami Heat,Chris Quinn,972581
2008-09,Miami Heat,Yakhouba Diawara,875000
2008-09,Miami Heat,Jamario Moon,711517
2008-09,Miami Heat,Joel Anthony,711517
2008-09,Miami Heat,Mario Chalmers,700000
2008-09,Miami Heat,Jason Richardson,442114
2008-09,Milwaukee Bucks,Michael Redd,15780000
2008-09,Milwaukee Bucks,Richard Jefferson,13200000
2008-09,Milwaukee Bucks,Luke Ridnour,6500000
2008-09,Milwaukee Bucks,Andrew Bogut,6294310
2008-09,Milwaukee Bucks,Dan Gadzuric,6250195
2008-09,Milwaukee Bucks,Damon Jones,4460186
2008-09,Milwaukee Bucks,Charlie Villanueva,3448050
2008-09,Milwaukee Bucks,Charlie Bell,3354480
2008-09,Milwaukee Bucks,Keith Bogans,2565000
2008-09,Milwaukee Bucks,Joe Alexander,2403120
2008-09,Milwaukee Bucks,Adrian Griffin,1711000
2008-09,Milwaukee Bucks,Francisco Elson,1700000
2008-09,Milwaukee Bucks,Malik Allen,1300000
2008-09,Milwaukee Bucks,Luc Mbah a Moute,757000
2008-09,Milwaukee Bucks,Ramon Sessions,722517
2008-09,Milwaukee Bucks,Austin Croshere,527185
2008-09,Milwaukee Bucks,Eddie Gill,387613
2008-09,Minnesota Timberwolves,Al Jefferson,11000000
2008-09,Minnesota Timberwolves,Mike Miller,9028575
2008-09,Minnesota Timberwolves,Juwan Howard,7375500
2008-09,Minnesota Timberwolves,Brian Cardinal,6300000
2008-09,Minnesota Timberwolves,Jason Collins,6200000
2008-09,Minnesota Timberwolves,Ryan Gomes,3650000
2008-09,Minnesota Timberwolves,Shelden Williams,3395760
2008-09,Minnesota Timberwolves,Kevin Love,3163680
2008-09,Minnesota Timberwolves,Randy Foye,2815560
2008-09,Minnesota Timberwolves,Corey Brewer,2725920
2008-09,Minnesota Timberwolves,Mark Madsen,2630000
2008-09,Minnesota Timberwolves,Craig Smith,2500000
2008-09,Minnesota Timberwolves,Sebastian Telfair,2300000
2008-09,Minnesota Timberwolves,Rodney Carney,1655760
2008-09,Minnesota Timberwolves,Kevin Ollie,1262275
2008-09,Minnesota Timberwolves,Bobby Brown,442114
2008-09,New Jersey Nets,Vince Carter,14724125
2008-09,New Jersey Nets,Bobby Simmons,10602667
2008-09,New Jersey Nets,Devin Harris,7800000
2008-09,New Jersey Nets,Stromile Swift,6200000
2008-09,New Jersey Nets,Trenton Hassell,4350000
2008-09,New Jersey Nets,Keyon Dooling,3300000
2008-09,New Jersey Nets,Eduardo Najera,3250000
2008-09,New Jersey Nets,Yi Jianlian,2986080
2008-09,New Jersey Nets,Brook Lopez,2098560
2008-09,New Jersey Nets,Jarvis Hayes,1910000
2008-09,New Jersey Nets,Sean Williams,1522920
2008-09,New Jersey Nets,Ryan Anderson,1225200
2008-09,New Jersey Nets,Josh Boone,1212120
2008-09,New Jersey Nets,Maurice Ager,1042440
2008-09,New Jersey Nets,Chris Douglas-Roberts,442411
2008-09,New Orleans Hornets,Peja Stojakovic,12528000
2008-09,New Orleans Hornets,Tyson Chandler,11350000
2008-09,New Orleans Hornets,David West,9862500
2008-09,New Orleans Hornets,Antonio Daniels,6200000
2008-09,New Orleans Hornets,Morris Peterson,5592240
