Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
$2 ,Hassan Adams\adamsha01,SG,$24 ,TOR,12,0,4.3,0.3,1.1,0.308,0,0,,0.3,1.1,0.308,0.308,0.3,0.5,0.5,0.1,0.5,0.6,0.1,0.1,0.1,0.3,0.3,0.9
27,Marcus Banks\banksma01,PG,27,TOR,6,0,6.7,1,3,0.333,0.2,0.8,0.2,0.8,2.2,0.385,0.361,0.2,0.5,0.333,0.2,0.3,0.5,1,0.2,0,0.5,0.8,2.3
30,Andrea Bargnani\bargnan01,PF,23,TOR,78,59,31.4,5.5,12.3,0.45,1.5,3.7,0.409,4,8.6,0.468,0.512,2.8,3.4,0.831,0.9,4.4,5.3,1.2,0.4,1.2,1.7,3.1,15.4
55,Chris Bosh\boshch01,C,24,TOR,77,77,38,8,16.4,0.487,0.2,0.6,0.245,7.8,15.8,0.497,0.492,6.5,8,0.817,2.8,7.2,10,2.5,0.9,1,2.3,2.5,22.7
74,Jose Calderon\caldejo01,PG,27,TOR,68,68,34.3,4.7,9.5,0.497,1.2,3,0.406,3.5,6.5,0.538,0.561,2.2,2.3,0.981,0.2,2.6,2.9,8.9,1.1,0.1,2.1,1.7,12.8
115,Quincy Douby\doubyqu01,PG,24,TOR,7,0,10.4,1.7,3.1,0.545,0.6,1.3,0.444,1.1,1.9,0.615,0.636,0.4,0.6,0.75,0.4,0.6,1,1.7,0.4,0,1,0.6,4.4
158,Joey Graham\grahajo01,SF,26,TOR,78,10,19.8,3,6.2,0.481,0,0.2,0.188,2.9,5.9,0.491,0.484,1.7,2.1,0.825,1.2,2.5,3.7,0.6,0.4,0.2,0.9,2.4,7.7
195,Kris Humphries\humphkr01,SF,23,TOR,29,0,9.1,1.3,3.1,0.422,0,0,,1.3,3.1,0.422,0.422,1.3,1.7,0.792,0.8,1.6,2.4,0.3,0.3,0.2,0.3,1.1,3.9
212,Nathan Jawai\jawaina01,PF,22,TOR,6,0,3.2,0.2,0.7,0.25,0,0,,0.2,0.7,0.25,0.25,0,0,,0.2,0.2,0.3,0,0,0,0.3,0.5,0.3
231,Jason Kapono\kaponja01,SG,27,TOR,80,12,22.9,3.3,7.6,0.432,1.2,2.9,0.428,2,4.7,0.435,0.513,0.4,0.5,0.81,0.3,1.7,2,1.3,0.3,0,0.9,1.8,8.2
256,Shawn Marion\mariosh01,SF,30,TOR,27,27,35.3,6.2,12.7,0.488,0.1,0.5,0.154,6.1,12.2,0.502,0.491,1.9,2.3,0.806,2.7,5.6,8.3,2.3,1.1,0.8,1.8,1.5,14.3
274,Pops Mensah-Bonsu\mensapo01,PF,25,TOR,19,0,13.8,1.8,5.1,0.354,0,0.1,0,1.8,4.9,0.362,0.354,1.5,2.2,0.683,2.6,2.8,5.4,0.3,0.4,0.2,0.9,1.9,5.1
286,Jamario Moon\moonja01,SF,28,TOR,54,39,25.5,2.8,5.9,0.473,0.7,2,0.345,2.1,3.8,0.541,0.533,1,1.2,0.846,0.9,3.7,4.6,1.3,1.2,0.8,0.6,1.6,7.3
304,Patrick O'Bryant\obryapa01,C,22,TOR,13,3,11.3,2.2,4.1,0.547,0,0.2,0,2.2,3.9,0.569,0.547,0.2,0.6,0.375,0.5,2,2.5,0.2,0.2,0.8,0.4,2.5,4.7
305,Jermaine O'Neal\onealje01,C,30,TOR,41,34,29.7,5.4,11.3,0.473,0,0,0,5.4,11.3,0.474,0.473,2.8,3.5,0.81,1.7,5.3,7,1.6,0.4,2,2.2,3.2,13.5
315,Anthony Parker\parkean01,SG,33,TOR,80,71,33,4,9.4,0.426,1.2,3,0.39,2.8,6.4,0.442,0.488,1.5,1.8,0.834,0.6,3.4,4,3.4,1.3,0.2,1.4,1.8,10.7
373,Will Solomon\solomwi01,PG,30,TOR,39,9,13.9,2,4.6,0.436,0.4,1.5,0.263,1.6,3.2,0.516,0.478,0.5,0.6,0.833,0.2,0.9,1.1,3.2,0.5,0.1,1.3,1.5,4.9
400,Roko Ukic\ukicro01,PG,24,TOR,72,0,12.4,1.7,4.5,0.38,0.2,0.9,0.177,1.6,3.6,0.427,0.397,0.6,0.8,0.733,0.4,0.7,1,2.1,0.4,0,0.8,1.1,4.2
404,Jake Voskuhl\voskuja01,C,31,TOR,38,1,6.3,0.3,1.2,0.267,0,0,,0.3,1.2,0.267,0.267,0.3,0.4,0.786,0.6,1,1.6,0.2,0.1,0.1,0.4,1.6,0.9
1,Alex Acker\ackeral01,SG,$26 ,TOT,25,0,8,1.2,3,0.395,0.3,0.8,0.35,0.9,2.2,0.411,0.441,0.2,0.4,0.5,0.3,0.6,1,0.5,0.2,0.2,0.3,0.4,2.9
13,Rafer Alston\alstora01,PG,$32 ,TOT,77,76,31.8,4.1,10.6,0.385,1.5,4.3,0.338,2.6,6.4,0.417,0.454,2,2.7,0.75,0.4,2.5,2.9,5.3,1.4,0.1,1.8,1.8,11.7
23,Chucky Atkins\atkinch01,PG,34,TOT,33,0,12.5,1,3.4,0.301,0.5,1.7,0.263,0.6,1.7,0.339,0.367,0.5,0.5,0.938,0.2,0.6,0.7,1.8,0.3,0.1,0.7,0.8,3
27,Marcus Banks\banksma01,PG,27,TOT,22,0,9.4,1,2.6,0.368,0.1,0.9,0.158,0.8,1.7,0.474,0.395,0.5,0.8,0.611,0,0.8,0.8,1.3,0.5,0.1,0.6,1.2,2.5
42,Raja Bell\bellra01,SG,32,TOT,67,66,34.6,4.5,10.2,0.437,1.7,4,0.421,2.8,6.2,0.448,0.52,1.3,1.5,0.853,0.6,3,3.6,2.1,0.7,0.1,1.3,2.5,11.9
45,Chauncey Billups\billuch01,PG,32,TOT,79,79,35.3,5.2,12.4,0.418,2.1,5,0.408,3.1,7.4,0.425,0.501,5.3,5.8,0.913,0.4,2.6,3,6.4,1.2,0.2,2.2,2,17.7
49,Keith Bogans\boganke01,SG,28,TOT,65,15,19.6,1.8,5,0.367,1.1,3.4,0.339,0.7,1.6,0.425,0.481,0.8,0.9,0.912,0.5,2.6,3.1,1,0.7,0.1,0.6,1.6,5.6
53,Calvin Booth\boothca01,C,32,TOT,8,0,7,0.6,1.3,0.5,0,0,,0.6,1.3,0.5,0.5,0.8,1,0.75,0.6,0.8,1.4,0,0.1,0.3,0.1,1.3,2
63,Bobby Brown\brownbo02,SG-PG,24,TOT,68,2,13.7,2.1,5.3,0.392,0.7,1.9,0.346,1.4,3.4,0.417,0.454,0.5,0.6,0.791,0.2,0.6,0.8,1.7,0.3,0,0.9,1.4,5.3
64,Dee Brown\brownde03,PG,24,TOT,19,11,13.7,0.9,2.6,0.367,0.4,1.3,0.292,0.6,1.3,0.44,0.439,0.2,0.3,0.6,0.4,1.2,1.5,1.9,0.5,0,0.9,1.5,2.4
67,Shannon Brown\brownsh01,SG,23,TOT,48,0,9.9,1.6,3.4,0.473,0.3,0.8,0.378,1.3,2.7,0.5,0.515,0.7,0.8,0.821,0.2,0.7,0.9,0.8,0.5,0.1,0.8,0.9,4.2
78,Matt Carroll\carroma01,SG,28,TOT,55,10,11.2,1.2,3.1,0.38,0.2,1,0.245,0.9,2.1,0.441,0.418,0.4,0.5,0.84,0.1,1.1,1.3,0.5,0.4,0.1,0.6,1.2,3
87,Mardy Collins\collima01,PG-SG,24,TOT,48,14,18.5,2.2,5.1,0.425,0.3,0.6,0.419,1.9,4.5,0.426,0.451,0.6,1,0.609,0.6,1.6,2.2,2.3,0.6,0.2,1.2,1.7,5.2
90,Brian Cook\cookbr01,PF,28,TOT,30,0,5.7,0.9,2.5,0.368,0.4,1,0.433,0.5,1.5,0.326,0.454,0.2,0.2,0.833,0.2,0.8,1.1,0.2,0.1,0.1,0.4,0.9,2.5
92,Jamal Crawford\crawfja01,PG-SG,28,TOT,65,65,38.1,6.4,15.7,0.41,2.2,6.1,0.36,4.3,9.7,0.441,0.479,4.6,5.3,0.872,0.4,2.6,3,4.4,0.9,0.2,2.3,1.4,19.7
94,Javaris Crittenton\crittja01,PG-SG,21,TOT,63,10,18.6,2.1,4.5,0.46,0,0.2,0.133,2,4.3,0.478,0.463,0.8,1.5,0.576,0.9,1.7,2.6,2.4,0.6,0.1,1.3,1.6,5
95,Austin Croshere\croshau01,PF,33,TOT,14,0,7.1,1,2.8,0.359,0.4,1.1,0.333,0.6,1.7,0.375,0.423,0.5,0.9,0.583,0.8,1.6,2.4,0.6,0.1,0.1,0.4,0.4,2.9
99,Antonio Daniels\daniean01,PG,33,TOT,74,9,13.8,1.3,3.2,0.419,0.3,0.8,0.367,1,2.4,0.438,0.466,1.1,1.4,0.8,0.1,1,1,2.4,0.4,0,0.8,0.7,4.1
107,Boris Diaw\diawbo01,PF,26,TOT,81,59,34,5.5,10.9,0.507,0.9,2.2,0.414,4.6,8.7,0.531,0.549,1.2,1.8,0.687,1.5,3.9,5.3,4.1,0.8,0.7,2.7,2.5,13.2
110,Ike Diogu\dioguik01,PF,25,TOT,29,1,7.4,1.3,2.6,0.527,0,0.1,0.5,1.3,2.5,0.528,0.534,1.4,1.8,0.755,0.9,1,1.9,0.1,0.1,0.1,0.4,0.8,4.1
111,DeSagana Diop\diopde01,C,27,TOT,75,1,13.8,1,2.3,0.433,0,0,,1,2.3,0.433,0.433,0.3,0.9,0.333,1.5,2.1,3.6,0.4,0.4,0.7,0.5,1.7,2.3
115,Quincy Douby\doubyqu01,PG,24,TOT,27,0,11.1,1.6,4.1,0.382,0.5,1.7,0.304,1,2.4,0.438,0.445,0.6,0.7,0.895,0.2,1,1.2,0.9,0.2,0.2,0.5,1,4.3
118,Jared Dudley\dudleja01,SF,23,TOT,68,7,17,2,4.2,0.477,0.4,1.1,0.392,1.6,3.1,0.507,0.528,1,1.5,0.676,1.2,1.8,3,0.8,0.8,0.1,0.6,1.5,5.5
138,Adonal Foyle\foylead01,C,33,TOT,10,0,6.2,0.7,1.1,0.636,0,0,,0.7,1.1,0.636,0.636,0.3,0.6,0.5,0.9,1.7,2.6,0.1,0,0.8,0.3,0.5,1.7
154,Drew Gooden\goodedr01,PF,27,TOT,51,28,24.8,4.6,9.9,0.468,0,0.1,0,4.6,9.8,0.472,0.468,2.6,3.1,0.84,2.2,4.9,7.1,0.9,0.6,0.4,1.5,2.8,11.9
170,Al Harrington\harrial01,PF,28,TOT,73,56,34.9,7.3,16.6,0.439,2.3,6.4,0.364,4.9,10.2,0.487,0.509,3.2,4,0.793,1.4,4.9,6.2,1.4,1.2,0.3,2.2,3.1,20.1
172,Jason Hart\hartja01,PG,30,TOT,39,2,8.9,0.8,2.4,0.319,0,0.2,0,0.8,2.3,0.341,0.319,0.5,0.6,0.783,0.3,0.8,1.2,1.2,0.3,0.1,0.6,1,2
179,Luther Head\headlu01,PG-SG,26,TOT,32,4,15.6,1.7,4.5,0.382,0.6,1.7,0.37,1.1,2.8,0.389,0.451,0.6,0.8,0.792,0.2,1.4,1.6,1.8,0.5,0.1,0.8,1.2,4.7
188,Ryan Hollins\holliry01,C,24,TOT,45,3,9.9,1.1,2.1,0.532,0,0,,1.1,2.1,0.532,0.532,1,1.6,0.597,1,1.1,2.2,0.2,0.2,0.7,0.5,1.7,3.2
193,Juwan Howard\howarju01,SF-PF,35,TOT,42,2,11.2,1.8,3.5,0.51,0,0,,1.8,3.5,0.51,0.51,0.5,0.8,0.676,0.7,1.1,1.8,0.6,0.2,0.1,0.6,1.7,4.1
194,Larry Hughes\hughela01,SF-SG,30,TOT,55,20,26.9,4.1,10.1,0.402,1.4,3.5,0.389,2.7,6.6,0.409,0.469,2.1,2.6,0.807,0.3,2.6,2.9,2.2,1.3,0.3,1.3,1.7,11.6
201,Allen Iverson*\iversal01,PG-SG,33,TOT,57,53,36.7,6.1,14.6,0.417,0.5,1.7,0.283,5.6,12.9,0.435,0.434,4.8,6.1,0.781,0.5,2.5,3,5,1.5,0.1,2.6,1.5,17.5
209,Mike James\jamesmi01,PG,33,TOT,61,50,27,3.2,8.4,0.383,1.1,3,0.375,2.1,5.4,0.388,0.45,1.1,1.3,0.829,0.4,1.8,2.2,3.3,0.7,0.1,1.5,1.8,8.7
221,Linton Johnson\johnsli01,PF,28,TOT,10,0,5.5,0.4,1.1,0.364,0.1,0.2,0.5,0.3,0.9,0.333,0.409,0,0,,0.3,0.5,0.8,0.2,0.1,0,0.2,0.7,0.9
246,Shaun Livingston\livinsh01,PG,23,TOT,12,1,19.3,2.6,5,0.517,0,0,,2.6,5,0.517,0.517,0.8,0.8,0.9,0.3,2.1,2.3,1.7,0.6,0.2,0.8,1,5.9
250,Kyle Lowry\lowryky01,PG,22,TOT,77,21,21.8,2.5,5.6,0.435,0.3,1.3,0.255,2.1,4.4,0.488,0.464,2.4,2.9,0.801,0.3,2.1,2.5,3.6,0.9,0.2,1.5,1.9,7.6
251,Tyronn Lue\luety01,PG,31,TOT,44,0,11.8,1.6,3.7,0.438,0.6,1.4,0.435,1,2.3,0.44,0.522,0.3,0.4,0.737,0.1,0.9,1,1.4,0.2,0,0.5,1.2,4.2
256,Shawn Marion\mariosh01,SF,30,TOT,69,68,35.8,5.5,11.4,0.485,0.1,0.8,0.189,5.4,10.7,0.506,0.491,1.7,2.1,0.796,2.6,5.9,8.5,2,1.3,1,1.5,1.9,12.9
268,Rashad McCants\mccanra01,SG,24,TOT,58,3,19,3.3,8.4,0.393,1.1,3.3,0.333,2.2,5.2,0.431,0.458,1.8,2.4,0.759,0.4,1.5,1.9,1.2,0.8,0.2,1.1,1.8,9.6
274,Pops Mensah-Bonsu\mensapo01,PF,25,TOT,22,0,12.9,1.8,4.7,0.379,0,0.1,0,1.8,4.6,0.386,0.379,1.5,2.2,0.688,2.5,2.6,5.1,0.3,0.4,0.2,0.9,2,5
280,Brad Miller\millebr01,C,32,TOT,70,43,30,4.2,8.8,0.476,0.3,0.8,0.411,3.8,8,0.482,0.494,3.2,3.9,0.824,2.1,5.6,7.8,3.3,0.7,0.5,1.9,3.2,11.9
286,Jamario Moon\moonja01,SF,28,TOT,80,60,25.9,2.8,5.9,0.468,0.8,2.3,0.355,2,3.6,0.54,0.537,0.9,1,0.85,0.7,3.8,4.6,1.2,1.1,0.8,0.5,1.7,7.2
287,Mikki Moore\mooremi01,PF-C,33,TOT,70,20,17.2,1.6,2.9,0.553,0,0,,1.6,2.9,0.553,0.553,0.7,0.9,0.787,1.1,2.6,3.7,0.8,0.2,0.3,0.7,3,3.9
289,Adam Morrison\morriad01,SF,24,TOT,52,5,13.7,1.5,4.3,0.359,0.6,1.8,0.333,0.9,2.4,0.378,0.43,0.3,0.4,0.739,0.3,1.2,1.5,0.8,0.2,0.1,0.6,1.5,4
299,Demetris Nichols\nichode01,SF,24,TOT,4,0,3.5,0.8,2.3,0.333,0,0.5,0,0.8,1.8,0.429,0.333,0.3,0.5,0.5,0,0.5,0.5,0.3,0,0.3,0,0.3,1.8
301,Andres Nocioni\nocioan01,PF-SF,29,TOT,76,18,26.2,3.9,9.2,0.427,1.6,4.1,0.399,2.3,5.1,0.449,0.515,1.9,2.4,0.792,0.7,4,4.8,1.3,0.5,0.4,1.5,3.4,11.4
304,Patrick O'Bryant\obryapa01,C,22,TOT,39,3,6.5,1.2,2.2,0.536,0,0.1,0,1.2,2.1,0.549,0.536,0.3,0.5,0.55,0.3,1.4,1.7,0.3,0.2,0.5,0.6,1.6,2.6
305,Jermaine O'Neal\onealje01,C,30,TOT,68,61,29.8,5.4,11.3,0.474,0,0,0,5.4,11.3,0.475,0.474,2.6,3.3,0.788,1.9,4.5,6.4,1.8,0.4,2,2.1,3.1,13.3
322,Johan Petro\petrojo01,C,23,TOT,49,22,11.4,1.5,3.6,0.415,0,0,0,1.5,3.6,0.42,0.415,0.3,0.6,0.552,0.9,2.4,3.2,0.3,0.4,0.3,0.6,2.2,3.3
333,Vladimir Radmanovic\radmavl01,SF,28,TOT,78,31,18.5,2.5,6,0.421,1.3,3.4,0.401,1.2,2.6,0.446,0.533,0.6,0.7,0.741,0.6,2.3,2.8,1,0.6,0.2,1.3,1.4,6.9
336,Zach Randolph\randoza01,PF-C,27,TOT,50,45,35.1,8.3,17.5,0.475,0.6,1.9,0.33,7.7,15.5,0.494,0.494,3.6,4.9,0.734,3.1,6.9,10.1,2.1,0.9,0.3,2.3,2.7,20.8
340,Jason Richardson\richaja01,SG,28,TOT,72,71,33.5,6.5,13.5,0.477,1.8,4.5,0.397,4.7,9,0.518,0.544,2.1,2.8,0.769,1.1,3.4,4.4,2,1.1,0.4,1.3,2,16.8
344,Anthony Roberson\roberan02,PG,25,TOT,29,0,9.5,1.5,4.1,0.367,0.9,2.8,0.321,0.6,1.3,0.462,0.475,0.2,0.2,1,0.2,0.6,0.8,0.7,0.3,0,0.3,0.6,4.1
349,Malik Rose\rosema01,SF-PF,34,TOT,38,0,12.4,1.2,3.4,0.344,0,0.2,0,1.2,3.3,0.363,0.344,1.1,1.3,0.784,0.4,2.1,2.5,0.9,0.3,0.1,0.9,1.9,3.4
355,John Salmons\salmojo01,SF,29,TOT,79,74,37.5,6.5,13.8,0.472,1.6,3.8,0.417,4.9,10,0.493,0.53,3.6,4.4,0.83,0.7,3.5,4.2,3.2,1.1,0.3,2.1,2.3,18.3
356,Cheikh Samb\sambch01,C,24,TOT,18,0,4.6,0.3,1.8,0.188,0,0.2,0,0.3,1.6,0.207,0.188,0.2,0.4,0.429,0.6,0.8,1.3,0.1,0.2,0.6,0.2,0.4,0.8
359,Thabo Sefolosha\sefolth01,SF-SG,24,TOT,66,36,22,2.3,5.4,0.426,0.4,1.3,0.276,1.9,4.1,0.474,0.459,0.9,1.1,0.836,0.8,2.8,3.7,1.7,1.1,0.7,1,1.6,5.9
360,Mouhamed Sene\senesa01,C,22,TOT,6,0,4.8,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,1.3,1.7,0.8,0.8,1.5,2.3,0,0.2,0.5,0.7,0.3,3.3
364,Cedric Simmons\simmoce01,PF,23,TOT,18,0,4.7,0.6,1.4,0.44,0,0,,0.6,1.4,0.44,0.44,0.4,0.9,0.438,0.3,0.6,0.9,0.1,0.1,0.2,0.1,0.4,1.6
365,Courtney Sims\simsco01,C,25,TOT,2,0,6.5,1.5,3,0.5,0,0,,1.5,3,0.5,0.5,0,0,,1,1,2,0,0,0,0.5,0.5,3
366,Sean Singletary\singlse01,PG,23,TOT,37,2,8.2,0.8,2.3,0.365,0.3,0.7,0.4,0.6,1.6,0.35,0.424,0.5,0.6,0.857,0.3,0.7,0.9,0.8,0.3,0,0.6,1.2,2.4
371,Joe Smith\smithjo02,C,33,TOT,57,3,19.3,2.7,5.8,0.468,0.1,0.1,0.429,2.7,5.7,0.469,0.473,1,1.4,0.72,1.6,3.1,4.6,0.7,0.3,0.7,0.4,2.1,6.6
373,Will Solomon\solomwi01,PG,30,TOT,53,9,13.4,2,4.6,0.429,0.5,1.6,0.326,1.5,3,0.484,0.486,0.5,0.6,0.735,0.2,1,1.2,2.5,0.5,0.1,1,1.3,5
382,Stromile Swift\swiftst01,PF,29,TOT,19,0,9.7,1.3,2.9,0.429,0.1,0.1,1,1.2,2.9,0.418,0.438,0.7,1.4,0.5,0.8,1.6,2.4,0.2,0.2,0.4,0.8,2.1,3.3
390,Tim Thomas\thomati01,PF,31,TOT,64,6,19.5,3,6.8,0.432,1.2,3,0.413,1.7,3.9,0.446,0.521,1.4,1.9,0.736,0.7,2.5,3.1,1.1,0.5,0.2,1.1,2.3,8.5
425,Chris Wilcox\wilcoch01,C,26,TOT,62,6,16.9,3,6,0.497,0,0.1,0,3,5.9,0.503,0.497,1.3,2.3,0.564,1.5,2.9,4.5,0.8,0.4,0.3,1.2,2.2,7.2
436,Shelden Williams\willish02,PF,25,TOT,45,0,11.4,1.6,3.5,0.446,0,0,0,1.6,3.4,0.452,0.446,1,1.4,0.73,1.1,2.3,3.4,0.3,0.5,0.4,0.8,1.4,4.1
$12 ,Morris Almond\almonmo01,SG,$23 ,UTA,25,1,10.2,1.3,3.2,0.407,0.2,0.7,0.294,1.1,2.6,0.438,0.438,0.8,1,0.808,0.4,1.1,1.4,0.3,0.2,0.2,0.6,1.2,3.7
54,Carlos Boozer\boozeca01,PF,27,UTA,37,37,32.4,6.8,13.8,0.49,0,0,,6.8,13.8,0.49,0.49,2.6,3.8,0.698,3,7.4,10.4,2.1,1.1,0.2,2.1,3.6,16.2
60,Ronnie Brewer\brewero02,SF,23,UTA,81,80,32.2,5.2,10.2,0.508,0.3,1,0.259,4.9,9.2,0.537,0.522,3,4.3,0.702,1.2,2.5,3.7,2.2,1.7,0.4,1.4,1.6,13.7
85,Jarron Collins\collija03,C,30,UTA,26,3,7.7,0.6,1.3,0.457,0,0,,0.6,1.3,0.457,0.457,0.3,0.4,0.727,0.8,0.7,1.4,0.3,0.1,0,0.3,1.3,1.5
132,Kyrylo Fesenko\fesenky01,C,22,UTA,21,1,7.4,1,1.7,0.583,0,0,,1,1.7,0.583,0.583,0.3,1,0.333,0.7,1.1,1.8,0.2,0.3,0.7,0.4,1.7,2.3
169,Matt Harpring\harprma01,SG,32,UTA,63,2,11,1.8,3.8,0.461,0,0,0,1.8,3.8,0.464,0.461,0.9,1.1,0.764,0.7,1.2,2,0.4,0.5,0.1,0.5,1.6,4.4
234,Andrei Kirilenko\kirilan01,PF,27,UTA,67,10,27.3,3.8,8.5,0.449,0.3,1.1,0.274,3.5,7.4,0.475,0.467,3.6,4.6,0.785,1.3,3.5,4.8,2.6,1.2,1.1,1.8,1.9,11.6
236,Brevin Knight\knighbr01,PG,33,UTA,74,0,12.7,0.9,2.6,0.349,0,0.1,0,0.9,2.5,0.361,0.349,0.6,0.9,0.75,0.2,1,1.2,2.6,0.9,0.1,0.9,1.3,2.4
237,Kyle Korver\korveky01,SF,27,UTA,78,2,24,3.1,7.2,0.438,1.3,3.4,0.386,1.8,3.8,0.485,0.529,1.4,1.6,0.882,0.4,2.9,3.3,1.8,0.6,0.4,1.2,2.2,9
238,Kosta Koufos\koufoko01,C,19,UTA,48,7,11.8,2,3.9,0.508,0,0,,2,3.9,0.508,0.508,0.8,1.1,0.706,1,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7
276,C.J. Miles\milescj01,SG,21,UTA,72,72,22.5,3.6,7.8,0.459,0.9,2.5,0.352,2.7,5.3,0.509,0.515,1.1,1.2,0.876,0.6,1.7,2.3,1.5,0.6,0.2,0.9,2.6,9.1
282,Paul Millsap\millspa01,PF,23,UTA,76,38,30.1,5.3,9.9,0.534,0,0.1,0,5.3,9.8,0.537,0.534,3,4.3,0.699,3.3,5.3,8.6,1.8,1,1,1.7,3.8,13.5
311,Mehmet Okur\okurme01,C,29,UTA,72,72,33.5,6,12.3,0.485,1.3,2.8,0.446,4.7,9.5,0.497,0.536,3.8,4.6,0.817,1.7,6,7.7,1.7,0.8,0.7,1.8,3,17
328,Ronnie Price\pricero01,PG,25,UTA,52,17,14.2,1.5,3.9,0.379,0.4,1.2,0.311,1.1,2.7,0.408,0.426,0.7,0.9,0.756,0.2,1.1,1.3,2.1,0.8,0.1,1.2,1.4,4
427,Deron Williams\willide01,PG,24,UTA,68,68,36.8,6.8,14.5,0.471,1,3.3,0.31,5.8,11.1,0.518,0.506,4.8,5.6,0.849,0.4,2.5,2.9,10.7,1.1,0.3,3.4,2,19.4
$19 ,Gilbert Arenas\arenagi01,PG,$27 ,WAS,2,2,31.5,3,11.5,0.261,1,3.5,0.286,2,8,0.25,0.304,6,8,0.75,0.5,4,4.5,10,0,0.5,0.5,2,13
47,Andray Blatche\blatcan01,C,22,WAS,71,36,24,4.2,8.9,0.471,0.1,0.3,0.238,4.1,8.6,0.479,0.475,1.6,2.3,0.704,1.8,3.5,5.3,1.7,0.7,1,1.6,3,10
64,Dee Brown\brownde03,PG,24,WAS,17,11,13.7,1,2.6,0.386,0.4,1.2,0.3,0.6,1.4,0.458,0.455,0.1,0.2,0.333,0.4,1.2,1.6,1.9,0.6,0,0.8,1.3,2.4
70,Caron Butler\butleca01,SG,28,WAS,67,67,38.6,7.3,16.2,0.453,1,3.1,0.31,6.4,13.1,0.487,0.482,5.1,6,0.858,1.8,4.4,6.2,4.3,1.6,0.3,3.1,2.5,20.8
94,Javaris Crittenton\crittja01,PG,21,WAS,56,10,20.2,2.2,4.8,0.459,0,0.3,0.143,2.2,4.6,0.477,0.463,0.9,1.4,0.593,0.9,1.9,2.9,2.6,0.7,0.1,1.4,1.7,5.3
99,Antonio Daniels\daniean01,PG,33,WAS,13,5,22.2,1.4,3.5,0.4,0.4,0.8,0.455,1,2.6,0.382,0.456,1.9,2.5,0.758,0,1.7,1.7,3.6,0.5,0,1,1.1,5.1
112,Juan Dixon\dixonju01,PG,30,WAS,50,6,16.3,2,5.1,0.395,0.5,1.5,0.333,1.5,3.6,0.42,0.443,0.7,0.8,0.872,0.2,1.2,1.3,2.4,0.7,0.1,1.4,1.5,5.2
178,Brendan Haywood\haywobr01,C,29,WAS,6,5,29.2,4,8.3,0.48,0,0,,4,8.3,0.48,0.48,1.7,3.5,0.476,2.2,5.2,7.3,1.3,0.7,2.5,1.5,2.3,9.7
209,Mike James\jamesmi01,PG,33,WAS,53,50,29.7,3.6,9.2,0.387,1.2,3.4,0.367,2.3,5.8,0.398,0.454,1.3,1.5,0.838,0.5,1.9,2.4,3.6,0.8,0.1,1.7,1.9,9.6
210,Antawn Jamison\jamisan01,PF,32,WAS,81,81,38.2,8.3,17.8,0.468,1.4,3.9,0.351,6.9,13.9,0.501,0.507,4.2,5.6,0.754,2.4,6.5,8.9,1.9,1.2,0.3,1.5,2.7,22.2
270,JaVale McGee\mcgeeja01,C,21,WAS,75,14,15.2,2.5,5.2,0.494,0,0,,2.5,5.2,0.494,0.494,1.4,2.2,0.66,1.6,2.3,3.9,0.3,0.4,1,0.8,2.1,6.5
272,Dominic McGuire\mcguido01,SF,23,WAS,79,57,26.2,1.8,4.1,0.432,0,0.1,0.5,1.7,4.1,0.431,0.435,0.9,1.3,0.725,1.4,4,5.4,2.5,0.8,0.9,1.2,1.9,4.5
319,Oleksiy Pecherov\pecheol01,C,23,WAS,32,0,8.7,1.2,3.2,0.386,0.4,1.3,0.326,0.8,1.8,0.431,0.455,0.8,0.9,0.828,1.1,1.3,2.4,0.1,0.2,0.1,0.3,1.1,3.6
374,Darius Songaila\songada01,C,30,WAS,77,29,19.8,3.2,5.9,0.532,0,0,0,3.2,5.9,0.533,0.532,1,1.2,0.889,1,2,2.9,1.2,0.8,0.3,1,2.6,7.4
377,DeShawn Stevenson\stevede01,SG,27,WAS,32,25,27.7,2.3,7.2,0.312,1.1,4,0.271,1.2,3.2,0.363,0.387,1,1.9,0.533,0.3,2,2.4,3.1,0.7,0.1,1,1.3,6.6
387,Etan Thomas\thomaet01,C,30,WAS,26,7,11.8,1.2,2.5,0.485,0,0,,1.2,2.5,0.485,0.485,0.6,0.9,0.696,1,1.6,2.5,0.2,0.1,0.7,0.7,1.3,3.1
443,Nick Young\youngni01,SG,23,WAS,82,5,22.4,4.1,9.2,0.444,0.7,2,0.341,3.4,7.2,0.473,0.481,2,2.4,0.85,0.4,1.5,1.8,1.2,0.5,0.2,1.1,1.7,10.9
