Testing Data Season,None,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
9to10,0.82353,0.83333,0.75676,0.8,0.77778,0.8,0.77778,0.78788,0.76471,0.82353,0.78788,0.8,0.75,0.8,0.68571,0.78788,0.85714
10to11,0.73333,0.73333,0.68966,0.70968,0.73333,0.70968,0.70968,0.75,0.75,0.73333,0.76471,0.73333,0.73333,0.84848,0.6875,0.70968,0.75
11to12,0.72727,0.70588,0.6875,0.72727,0.72727,0.72727,0.72727,0.74286,0.75,0.74286,0.58065,0.72727,0.72727,0.72727,0.74286,0.73333,0.70588
12to13,0.8125,0.8125,0.8125,0.78788,0.78788,0.8125,0.76471,0.78788,0.78788,0.72727,0.6875,0.8125,0.8125,0.75,0.76471,0.78788,0.8125
13to14,0.75676,0.72222,0.72222,0.73684,0.73684,0.75676,0.76923,0.72222,0.75676,0.75676,0.68571,0.75676,0.73684,0.75676,0.75676,0.73684,0.75676
14to15,0.6875,0.6875,0.75,0.64706,0.66667,0.6875,0.625,0.6875,0.6875,0.6875,0.64516,0.60606,0.6875,0.72727,0.66667,0.66667,0.6875
15to16,0.7,0.66667,0.73171,0.66667,0.71795,0.73171,0.71795,0.71429,0.73171,0.71795,0.7,0.68293,0.68293,0.7,0.7,0.66667,0.68293
16to17,0.78049,0.78049,0.78049,0.75,0.76923,0.73171,0.75,0.71429,0.7619,0.7027,0.7619,0.7619,0.7619,0.78049,0.75,0.73171,0.71795
17to18,0.73333,0.68966,0.73333,0.73333,0.73333,0.73333,0.73333,0.68966,0.68966,0.64286,0.68966,0.59259,0.68966,0.73333,0.68966,0.73333,0.68966
