,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
16,103,Marquis Daniels\daniema01,SF,29,BOS,51,4,18.4,2.4,4.9,0.498,0.1,0.5,0.214,2.3,4.3,0.534,0.51,0.7,1.1,0.607,0.5,1.3,1.9,1.3,0.5,0.1,0.8,1.8,5.6
17,105,Glen Davis\davisgl01,PF,24,BOS,54,1,17.3,2.3,5.2,0.43700000000000006,0.0,0.1,0.0,2.3,5.1,0.444,0.43700000000000006,1.8,2.6,0.696,1.9,1.9,3.8,0.6,0.4,0.3,1.0,2.4,6.3
18,136,Michael Finley\finlemi01,SF,36,BOS,21,1,15.0,2.1,4.1,0.506,0.9,2.0,0.46299999999999997,1.2,2.2,0.5429999999999999,0.615,0.1,0.3,0.33299999999999996,0.0,1.5,1.6,1.1,0.2,0.1,0.4,1.0,5.2
19,147,Kevin Garnett\garneke01,PF,33,BOS,69,69,29.9,5.8,11.2,0.521,0.0,0.1,0.2,5.8,11.1,0.523,0.521,2.7,3.2,0.8370000000000001,1.1,6.2,7.3,2.7,1.0,0.8,1.5,2.5,14.3
20,155,J.R. Giddens\giddejr01,SF,24,BOS,21,1,4.7,0.4,1.0,0.429,0.0,0.1,0.0,0.4,0.9,0.474,0.429,0.3,0.6,0.5,0.2,0.8,1.0,0.3,0.2,0.0,0.3,0.5,1.1
21,200,Eddie House\houseed01,PG,31,BOS,50,0,16.9,2.6,6.4,0.401,1.3,3.3,0.38299999999999995,1.3,3.1,0.419,0.5,0.7,0.8,0.9,0.1,1.2,1.4,1.0,0.6,0.1,0.5,1.2,7.2
22,204,Lester Hudson\hudsole01,PG,25,BOS,16,0,4.4,0.4,1.1,0.389,0.2,0.3,0.6,0.3,0.8,0.308,0.47200000000000003,0.3,0.4,0.833,0.2,0.3,0.5,0.5,0.2,0.1,0.6,0.4,1.4
23,250,Oliver Lafayette\lafayol01,SG,25,BOS,1,0,22.0,3.0,6.0,0.5,1.0,2.0,0.5,2.0,4.0,0.5,0.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0
24,252,Marcus Landry\landrma01,SF,24,BOS,1,0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,327,Kendrick Perkins\perkike01,C,25,BOS,78,78,27.6,4.0,6.7,0.602,0.0,0.0,0.0,4.0,6.7,0.605,0.602,2.1,3.6,0.5820000000000001,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1
26,330,Paul Pierce\piercpa01,SF,32,BOS,71,71,34.0,5.8,12.2,0.47200000000000003,1.5,3.7,0.414,4.2,8.5,0.49700000000000005,0.535,5.2,6.1,0.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3
27,351,Nate Robinson\robinna01,PG,25,BOS,26,0,14.7,2.4,6.0,0.401,1.4,3.3,0.414,1.0,2.7,0.386,0.516,0.3,0.5,0.615,0.2,1.3,1.5,2.0,0.8,0.0,0.8,1.9,6.5
28,353,Rajon Rondo\rondora01,PG,23,BOS,81,81,36.6,5.7,11.2,0.508,0.2,1.0,0.213,5.5,10.2,0.536,0.517,2.2,3.5,0.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7
29,360,Brian Scalabrine\scalabr01,PF,31,BOS,52,3,9.1,0.6,1.6,0.341,0.3,0.9,0.327,0.3,0.7,0.361,0.435,0.1,0.1,0.667,0.2,0.8,0.9,0.5,0.2,0.1,0.3,1.1,1.5
30,406,Henry Walker\walkebi01,SF,22,BOS,8,0,3.6,0.4,0.8,0.5,0.0,0.0,,0.4,0.8,0.5,0.5,0.3,0.3,1.0,0.0,0.6,0.6,0.4,0.0,0.0,0.3,0.5,1.0
31,409,Rasheed Wallace\wallara01,C,35,BOS,79,13,22.5,3.4,8.2,0.409,1.0,3.7,0.28300000000000003,2.3,4.6,0.511,0.47200000000000003,1.2,1.6,0.768,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,9.0
32,434,Shelden Williams\willish02,PF,26,BOS,54,0,11.1,1.2,2.2,0.521,0.0,0.0,0.0,1.2,2.2,0.525,0.521,1.4,1.8,0.765,0.9,1.8,2.7,0.4,0.2,0.4,0.6,1.6,3.7
33,2,Alexis Ajinca\ajincal01,C,21,CHO,6,0,5.0,0.8,1.7,0.5,0.0,0.0,,0.8,1.7,0.5,0.5,0.0,0.2,0.0,0.2,0.5,0.7,0.0,0.2,0.2,0.3,0.8,1.7
34,22,D.J. Augustin\augusdj01,PG,22,CHO,80,2,18.4,2.1,5.4,0.386,0.9,2.2,0.39299999999999996,1.2,3.2,0.381,0.467,1.3,1.6,0.779,0.1,1.1,1.2,2.4,0.6,0.1,0.9,1.6,6.4
35,41,Raja Bell\bellra01,SG,33,CHO,5,5,31.4,4.8,11.0,0.436,1.8,4.8,0.375,3.0,6.2,0.484,0.518,0.6,0.6,1.0,1.0,3.2,4.2,2.0,0.8,0.4,1.0,2.6,12.0
36,64,Derrick Brown\brownde04,SF,22,CHO,57,0,9.4,1.2,2.6,0.46299999999999997,0.0,0.1,0.28600000000000003,1.2,2.5,0.47100000000000003,0.469,0.8,1.3,0.667,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0.9,3.3
37,84,Tyson Chandler\chandty01,C,27,CHO,51,27,22.8,2.1,3.7,0.574,0.0,0.0,,2.1,3.7,0.574,0.574,2.3,3.1,0.732,2.2,4.0,6.3,0.3,0.3,1.1,1.8,2.7,6.5
38,112,Boris Diaw\diawbo01,PF,27,CHO,82,82,35.4,4.5,9.4,0.483,0.8,2.5,0.32,3.7,6.9,0.541,0.525,1.4,1.8,0.769,1.6,3.6,5.2,4.0,0.7,0.7,2.2,2.7,11.3
39,115,DeSagana Diop\diopde01,C,28,CHO,27,0,9.7,0.6,1.1,0.517,0.0,0.0,,0.6,1.1,0.517,0.517,0.1,0.3,0.222,0.9,1.5,2.4,0.2,0.2,0.5,0.4,1.1,1.2
40,133,Raymond Felton\feltora01,PG,25,CHO,80,80,33.0,4.9,10.6,0.45899999999999996,0.8,2.0,0.385,4.1,8.6,0.475,0.494,1.7,2.2,0.763,0.7,2.9,3.6,5.6,1.5,0.3,2.1,2.2,12.1
41,164,Stephen Graham\grahast01,SG,27,CHO,70,8,11.5,1.7,3.4,0.496,0.2,0.7,0.32,1.5,2.7,0.542,0.529,0.6,0.9,0.6459999999999999,0.3,1.6,1.9,0.3,0.3,0.1,0.5,1.3,4.2
42,189,Gerald Henderson\hendege02,SG,22,CHO,43,0,8.3,0.9,2.4,0.35600000000000004,0.1,0.4,0.21100000000000002,0.8,2.0,0.38799999999999996,0.375,0.8,1.1,0.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6
43,205,Larry Hughes\hughela01,SG,31,CHO,14,2,21.1,2.5,7.6,0.327,1.1,3.0,0.35700000000000004,1.4,4.6,0.308,0.397,2.1,2.4,0.853,0.5,1.8,2.3,2.0,0.9,0.3,1.4,1.2,8.1
44,221,Stephen Jackson\jacksst02,SG,31,CHO,72,72,39.3,7.6,17.8,0.423,1.6,4.9,0.33399999999999996,5.9,12.9,0.457,0.469,4.3,5.5,0.7859999999999999,1.0,4.1,5.1,3.6,1.6,0.5,3.2,2.5,21.1
45,253,Acie Law\lawac01,PG,25,CHO,9,0,3.7,0.6,1.8,0.313,0.0,0.1,0.0,0.6,1.7,0.33299999999999996,0.313,0.7,0.8,0.857,0.0,0.1,0.1,0.3,0.1,0.1,0.3,0.3,1.8
46,293,Nazr Mohammed\mohamna01,C,32,CHO,58,29,17.0,3.3,5.9,0.5529999999999999,0.0,0.0,,3.3,5.9,0.5529999999999999,0.5529999999999999,1.4,2.2,0.648,2.0,3.3,5.2,0.5,0.3,0.7,0.9,1.8,7.9
47,301,Ronald Murray\murraro01,SG,30,CHO,46,1,21.6,3.5,8.9,0.389,0.9,2.8,0.313,2.6,6.1,0.425,0.439,2.0,2.8,0.71,0.3,1.8,2.1,1.8,0.6,0.3,1.4,1.7,9.9
48,340,Vladimir Radmanovic\radmavl01,PF,29,CHO,8,0,16.6,1.8,5.3,0.33299999999999996,0.9,2.8,0.318,0.9,2.5,0.35,0.41700000000000004,0.5,0.8,0.667,1.0,2.6,3.6,0.9,0.4,0.1,0.6,2.3,4.9
49,344,Theo Ratliff\ratlith01,C,36,CHO,28,26,22.3,1.9,4.1,0.466,0.0,0.0,,1.9,4.1,0.466,0.466,1.3,1.6,0.7829999999999999,1.6,2.6,4.2,0.6,0.3,1.5,0.9,2.1,5.1
50,390,Tyrus Thomas\thomaty01,C,23,CHO,25,0,21.7,3.8,8.6,0.442,0.0,0.1,0.0,3.8,8.5,0.446,0.442,2.5,3.4,0.7290000000000001,1.6,4.5,6.1,0.9,0.9,1.5,1.6,2.6,10.1
51,408,Gerald Wallace\wallage01,SF,27,CHO,76,76,41.0,6.0,12.4,0.484,0.7,1.8,0.371,5.3,10.6,0.503,0.511,5.6,7.2,0.7759999999999999,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2
52,4,Joe Alexander\alexajo01,SF,23,CHI,8,0,3.6,0.1,0.8,0.16699999999999998,0.0,0.1,0.0,0.1,0.6,0.2,0.16699999999999998,0.3,0.4,0.667,0.3,0.4,0.6,0.3,0.1,0.1,0.0,1.1,0.5
53,65,Devin Brown\brownde02,SG,31,CHI,11,0,8.5,0.7,3.3,0.222,0.4,1.5,0.235,0.4,1.7,0.21100000000000002,0.278,0.0,0.0,,0.2,1.2,1.4,0.6,0.3,0.1,0.5,0.9,1.8
54,110,Luol Deng\denglu01,SF,24,CHI,70,69,37.9,6.8,14.5,0.466,0.5,1.2,0.386,6.3,13.3,0.474,0.48200000000000004,3.6,4.7,0.764,1.9,5.4,7.3,2.0,0.9,0.9,1.9,1.8,17.6
55,154,Taj Gibson\gibsota01,PF,24,CHI,82,70,26.9,3.8,7.7,0.494,0.0,0.0,,3.8,7.7,0.494,0.494,1.4,2.1,0.6459999999999999,2.8,4.7,7.5,0.9,0.6,1.3,1.4,3.4,9.0
56,166,Aaron Gray\grayaa01,C,25,CHI,8,0,6.3,1.0,2.6,0.381,0.0,0.0,,1.0,2.6,0.381,0.381,0.3,0.9,0.28600000000000003,0.6,1.4,2.0,0.3,0.0,0.0,0.1,1.3,2.3
57,196,Kirk Hinrich\hinriki01,SG,29,CHI,74,53,33.5,4.2,10.2,0.409,1.4,3.8,0.371,2.8,6.4,0.431,0.478,1.1,1.5,0.752,0.3,3.2,3.5,4.5,1.1,0.3,1.5,2.8,10.9
58,208,Lindsey Hunter\hunteli01,PG,39,CHI,13,0,9.4,0.4,2.3,0.16699999999999998,0.1,1.0,0.077,0.3,1.3,0.235,0.183,0.2,0.2,1.0,0.1,1.0,1.1,0.7,0.1,0.0,0.3,0.9,1.0
59,235,James Johnson\johnsja01,PF,22,CHI,65,11,11.6,1.5,3.2,0.452,0.2,0.7,0.326,1.2,2.5,0.488,0.488,0.8,1.1,0.7290000000000001,0.5,1.4,2.0,0.7,0.3,0.7,1.0,1.9,3.9
60,253,Acie Law\lawac01,PG,25,CHI,12,1,11.3,1.8,3.8,0.467,0.3,1.0,0.33299999999999996,1.4,2.8,0.515,0.511,1.7,2.3,0.741,0.3,0.9,1.2,1.3,0.3,0.0,1.0,0.7,5.5
61,289,Brad Miller\millebr01,C,33,CHI,82,37,23.8,3.0,7.1,0.43,0.5,1.6,0.28,2.6,5.5,0.474,0.462,2.2,2.7,0.8270000000000001,1.0,3.9,4.9,1.9,0.5,0.4,1.3,2.3,8.8
62,301,Ronald Murray\murraro01,SG,30,CHI,29,1,23.4,3.7,9.4,0.397,1.0,3.1,0.311,2.8,6.3,0.44,0.449,1.7,2.2,0.762,0.4,2.5,2.9,1.8,0.6,0.1,0.9,1.7,10.1
63,306,Joakim Noah\noahjo01,C,24,CHI,64,54,30.1,4.1,8.1,0.504,0.0,0.0,,4.1,8.1,0.504,0.504,2.5,3.4,0.7440000000000001,3.4,7.6,11.0,2.1,0.5,1.6,1.8,3.1,10.7
64,321,Jannero Pargo\pargoja01,PG,30,CHI,63,5,13.2,2.1,6.0,0.34600000000000003,0.6,2.2,0.275,1.5,3.9,0.387,0.396,0.7,0.7,0.9329999999999999,0.1,1.1,1.2,1.4,0.5,0.0,0.8,1.1,5.5
65,347,Chris Richard\richach01,PF,25,CHI,18,0,12.4,0.8,1.6,0.517,0.0,0.0,,0.8,1.6,0.517,0.517,0.4,0.6,0.636,1.1,2.2,3.3,0.4,0.4,0.2,0.8,2.8,2.1
66,354,Derrick Rose\rosede01,PG,21,CHI,78,78,36.8,8.6,17.6,0.489,0.2,0.8,0.267,8.4,16.8,0.5,0.495,3.3,4.3,0.7659999999999999,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8
67,359,John Salmons\salmojo01,SG,30,CHI,51,28,33.2,4.5,10.7,0.42,1.4,3.8,0.38,3.1,7.0,0.441,0.486,2.3,2.9,0.789,0.4,3.1,3.4,2.5,1.3,0.4,1.4,2.0,12.7
68,390,Tyrus Thomas\thomaty01,PF,23,CHI,29,3,23.4,3.4,7.1,0.483,0.0,0.0,0.0,3.4,7.0,0.485,0.483,2.0,3.1,0.644,1.4,4.9,6.3,1.1,1.4,1.7,1.8,2.2,8.8
69,411,Hakim Warrick\warriha01,PF,27,CHI,28,0,19.0,3.0,6.1,0.483,0.0,0.0,0.0,3.0,6.1,0.485,0.483,2.8,3.6,0.755,1.4,2.2,3.6,0.6,0.3,0.3,0.8,1.5,8.7
70,153,Daniel Gibson\gibsoda01,PG,23,CLE,56,10,19.1,2.2,4.8,0.466,1.3,2.7,0.47700000000000004,1.0,2.1,0.45399999999999996,0.599,0.6,0.9,0.6940000000000001,0.2,1.1,1.3,1.3,0.4,0.1,0.6,1.4,6.3
71,167,Danny Green\greenda02,SG,22,CLE,20,0,5.8,0.8,2.0,0.385,0.3,1.1,0.273,0.5,0.9,0.529,0.462,0.2,0.3,0.667,0.4,0.5,0.9,0.3,0.3,0.2,0.3,0.5,2.0
72,191,J.J. Hickson\hicksjj01,PF,21,CLE,81,73,20.9,3.6,6.4,0.5539999999999999,0.0,0.0,0.0,3.6,6.4,0.555,0.5539999999999999,1.4,2.0,0.6809999999999999,1.4,3.6,4.9,0.5,0.4,0.5,1.1,1.6,8.5
73,213,Zydrunas Ilgauskas\ilgauzy01,C,34,CLE,64,6,20.9,3.0,6.8,0.44299999999999995,0.2,0.4,0.478,2.9,6.5,0.441,0.455,1.2,1.6,0.743,1.8,3.6,5.4,0.8,0.2,0.8,1.0,2.9,7.4
74,219,Cedric Jackson\jacksce01,PG,23,CLE,5,0,2.0,0.0,0.4,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.8,0.25,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.2
75,220,Darnell Jackson\jacksda01,PF,24,CLE,27,0,4.2,0.3,0.9,0.32,0.0,0.1,0.33299999999999996,0.3,0.8,0.318,0.34,0.1,0.2,0.667,0.3,0.4,0.7,0.1,0.1,0.1,0.5,0.7,0.8
76,222,LeBron James\jamesle01,SF,25,CLE,76,76,39.0,10.1,20.1,0.503,1.7,5.1,0.33299999999999996,8.4,15.0,0.56,0.545,7.8,10.2,0.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7
77,224,Antawn Jamison\jamisan01,PF,33,CLE,25,23,32.4,6.5,13.4,0.485,1.1,3.2,0.342,5.4,10.3,0.529,0.525,1.7,3.3,0.506,1.5,6.2,7.7,1.3,1.1,0.5,1.2,2.7,15.8
78,244,Coby Karl\karlco01,SG,26,CLE,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,1.3,0.0,0.0
79,294,Jamario Moon\moonja01,SF,29,CLE,61,2,17.2,1.9,4.0,0.462,0.5,1.6,0.32,1.3,2.4,0.5579999999999999,0.526,0.6,0.7,0.8,0.4,2.7,3.1,0.8,0.6,0.5,0.4,1.1,4.9
80,312,Shaquille O'Neal*\onealsh01,C,37,CLE,53,53,23.4,4.9,8.7,0.5660000000000001,0.0,0.0,0.0,4.9,8.7,0.5670000000000001,0.5660000000000001,2.1,4.3,0.496,1.8,4.9,6.7,1.5,0.3,1.2,2.0,3.2,12.0
81,322,Anthony Parker\parkean01,SG,34,CLE,81,81,28.3,2.5,5.9,0.434,1.3,3.2,0.414,1.2,2.6,0.45799999999999996,0.547,0.9,1.2,0.789,0.4,2.5,2.9,1.9,0.8,0.2,0.9,1.9,7.3
82,333,Leon Powe\powele01,SF,26,CLE,20,2,11.8,1.1,2.5,0.429,0.0,0.0,,1.1,2.5,0.429,0.429,1.9,3.2,0.5870000000000001,1.0,2.1,3.1,0.0,0.3,0.1,0.6,1.8,4.0
83,382,Sebastian Telfair\telfase01,PG,24,CLE,4,0,19.3,4.0,8.8,0.457,0.5,2.3,0.222,3.5,6.5,0.5379999999999999,0.486,1.3,1.5,0.833,0.0,1.0,1.0,3.0,0.5,0.0,1.5,1.5,9.8
84,402,Anderson Varejao\varejan01,PF,27,CLE,76,7,28.5,3.5,6.1,0.5720000000000001,0.0,0.1,0.2,3.5,6.1,0.5760000000000001,0.573,1.5,2.3,0.6629999999999999,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6
85,418,Delonte West\westde01,SG,26,CLE,60,3,25.0,3.2,7.3,0.445,0.4,1.3,0.325,2.8,6.0,0.47100000000000003,0.474,1.9,2.4,0.81,0.5,2.3,2.8,3.3,0.9,0.5,1.5,1.4,8.8
86,427,Jawad Williams\willija04,PG,26,CLE,54,6,13.7,1.5,3.8,0.39299999999999996,0.6,1.7,0.32299999999999995,0.9,2.1,0.451,0.466,0.6,0.8,0.711,0.3,1.2,1.5,0.6,0.2,0.1,0.3,1.4,4.1
87,431,Mo Williams\willima01,PG,27,CLE,69,68,34.2,5.5,12.4,0.442,2.3,5.4,0.429,3.2,7.0,0.452,0.535,2.6,2.9,0.894,0.4,2.6,3.0,5.3,1.0,0.3,2.5,2.5,15.8
88,28,J.J. Barea\bareajo01,PG,25,DAL,78,18,19.8,3.0,6.8,0.44,0.7,2.0,0.35700000000000004,2.3,4.7,0.47600000000000003,0.493,1.0,1.2,0.8440000000000001,0.2,1.7,1.9,3.3,0.4,0.1,1.3,1.5,7.6
89,38,Rodrigue Beaubois\beaubro01,PG,21,DAL,56,16,12.5,2.8,5.3,0.518,0.8,2.0,0.409,2.0,3.4,0.5820000000000001,0.594,0.8,0.9,0.8079999999999999,0.2,1.2,1.4,1.3,0.5,0.2,1.0,1.5,7.1
90,70,Caron Butler\butleca01,SG,29,DAL,27,27,34.4,5.8,13.2,0.44,0.6,1.9,0.34,5.2,11.4,0.456,0.46399999999999997,2.9,3.9,0.76,1.3,4.0,5.4,1.8,1.8,0.3,1.7,2.5,15.2
91,79,Matt Carroll\carroma01,SG,29,DAL,25,0,4.8,0.7,2.0,0.36,0.2,0.8,0.21100000000000002,0.6,1.2,0.452,0.4,0.2,0.2,1.0,0.2,0.3,0.5,0.2,0.2,0.0,0.3,0.5,1.8
92,102,Erick Dampier\dampier01,C,34,DAL,55,47,23.3,2.4,3.9,0.624,0.0,0.1,0.33299999999999996,2.4,3.8,0.629,0.627,1.1,1.8,0.604,2.3,4.9,7.3,0.6,0.3,1.4,1.1,2.8,6.0
93,159,Drew Gooden\goodedr01,C,28,DAL,46,11,22.4,3.4,7.3,0.467,0.0,0.1,0.16699999999999998,3.4,7.2,0.473,0.469,2.0,2.5,0.809,2.7,4.2,6.9,0.6,0.6,1.1,1.2,2.8,8.9
94,187,Brendan Haywood\haywobr01,C,30,DAL,28,19,26.5,3.1,5.6,0.564,0.0,0.0,0.0,3.1,5.5,0.568,0.564,1.8,3.1,0.575,2.8,4.6,7.4,0.9,0.3,2.0,1.1,2.3,8.1
95,202,Josh Howard\howarjo01,SF,29,DAL,31,9,26.7,4.4,11.0,0.401,0.6,2.4,0.267,3.8,8.6,0.43799999999999994,0.43,3.0,3.8,0.79,0.8,2.8,3.6,1.4,0.7,0.3,1.4,2.5,12.5
96,206,Kris Humphries\humphkr01,PF,24,DAL,25,0,12.6,2.1,4.6,0.461,0.0,0.0,,2.1,4.6,0.461,0.461,1.0,1.8,0.568,1.5,2.3,3.8,0.3,0.3,0.4,0.5,1.7,5.2
97,245,Jason Kidd*\kiddja01,PG,36,DAL,80,80,36.0,3.6,8.4,0.423,2.2,5.2,0.425,1.4,3.2,0.42,0.5539999999999999,1.0,1.2,0.8079999999999999,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3
98,266,Shawn Marion\mariosh01,SF,31,DAL,75,75,31.8,5.3,10.4,0.508,0.0,0.3,0.158,5.2,10.1,0.516,0.51,1.4,1.9,0.755,2.1,4.3,6.4,1.4,0.9,0.8,1.3,1.9,12.0
99,302,Eduardo Najera\najered01,PF,33,DAL,33,3,14.6,1.3,2.8,0.452,0.5,1.4,0.34,0.8,1.4,0.565,0.5379999999999999,0.2,0.4,0.667,0.7,1.7,2.3,0.4,0.5,0.4,0.4,1.8,3.3
100,309,Dirk Nowitzki\nowitdi01,PF,31,DAL,81,80,37.5,8.9,18.5,0.48100000000000004,0.6,1.5,0.42100000000000004,8.3,17.0,0.48700000000000004,0.498,6.6,7.2,0.915,1.0,6.7,7.7,2.7,0.9,1.0,1.8,2.6,25.0
101,355,Quinton Ross\rossqu01,SF,28,DAL,27,7,11.1,0.9,2.1,0.41100000000000003,0.1,0.5,0.231,0.7,1.6,0.465,0.43799999999999994,0.2,0.3,0.625,0.4,0.6,1.0,0.3,0.3,0.1,0.1,1.3,2.0
102,365,James Singleton\singlja01,SF,28,DAL,25,0,8.4,1.0,2.6,0.375,0.2,0.9,0.22699999999999998,0.8,1.7,0.452,0.414,0.2,0.2,1.0,0.7,1.5,2.2,0.4,0.4,0.3,0.5,1.2,2.4
103,375,DeShawn Stevenson\stevede01,SG,28,DAL,24,5,11.1,0.7,2.5,0.28300000000000003,0.3,1.0,0.32,0.4,1.5,0.257,0.35,0.3,0.4,0.7,0.2,0.9,1.1,0.5,0.2,0.0,0.3,1.0,2.0
104,384,Jason Terry\terryja01,SG,32,DAL,77,12,33.0,5.9,13.5,0.43799999999999994,1.8,4.8,0.365,4.2,8.7,0.479,0.503,3.0,3.5,0.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6
105,389,Tim Thomas\thomati01,SF,32,DAL,18,1,15.8,2.7,5.9,0.462,0.9,2.4,0.37200000000000005,1.8,3.5,0.524,0.5379999999999999,1.2,1.3,0.875,0.7,1.6,2.3,0.8,0.6,0.1,0.8,1.7,7.5
106,1,Arron Afflalo\afflaar01,SG,24,DEN,82,75,27.1,3.3,7.1,0.465,1.3,3.0,0.434,2.0,4.1,0.488,0.557,0.9,1.2,0.735,0.7,2.4,3.1,1.7,0.6,0.4,0.9,2.7,8.8
107,5,Malik Allen\allenma01,PF,31,DEN,51,3,8.9,0.9,2.3,0.397,0.0,0.1,0.16699999999999998,0.9,2.2,0.409,0.401,0.2,0.3,0.9229999999999999,0.7,0.9,1.6,0.3,0.2,0.1,0.4,1.3,2.1
