,Unnamed: 0,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
109,109,302,C.J. Miles\milescj01,SG,26,CLE,51,34,19.3,3.5,8.0,0.435,1.6,4.1,0.393,1.9,3.9,0.48,0.537,1.3,1.5,0.853,0.4,1.7,2.0,1.0,0.9,0.3,0.9,2.0,9.9
110,110,341,Arinze Onuaku\onuakar01,PF,26,CLE,2,0,2.5,0.0,0.5,0.0,0.0,0.0,,0.0,0.5,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
111,111,394,Henry Sims\simshe01,C,23,CLE,20,0,8.4,0.9,2.3,0.4,0.0,0.0,,0.9,2.3,0.4,0.4,0.4,0.7,0.5710000000000001,1.1,1.7,2.8,0.3,0.3,0.4,0.4,1.6,2.2
112,112,431,Tristan Thompson\thomptr01,PF,22,CLE,82,82,31.6,4.4,9.3,0.477,0.0,0.0,0.0,4.4,9.3,0.478,0.477,2.9,4.1,0.693,3.3,5.9,9.2,0.9,0.5,0.4,1.3,2.3,11.7
113,113,443,Anderson Varejao\varejan01,C,31,CLE,65,29,27.7,3.5,7.1,0.495,0.0,0.1,0.0,3.5,7.0,0.502,0.495,1.4,2.1,0.6809999999999999,2.9,6.8,9.7,2.2,1.1,0.6,1.1,2.5,8.4
114,114,451,Dion Waiters\waitedi01,SG,22,CLE,70,24,29.6,6.1,14.2,0.433,1.3,3.6,0.368,4.8,10.6,0.455,0.479,2.3,3.4,0.685,0.5,2.3,2.8,3.0,0.9,0.2,2.2,2.2,15.9
115,115,482,Tyler Zeller\zellety01,C,24,CLE,70,9,15.0,2.2,4.1,0.5379999999999999,0.0,0.0,0.0,2.2,4.1,0.54,0.5379999999999999,1.2,1.7,0.7190000000000001,1.5,2.6,4.0,0.5,0.3,0.5,0.9,2.0,5.7
116,116,50,DeJuan Blair\blairde01,PF,24,DAL,78,13,15.6,2.7,5.0,0.534,0.0,0.0,0.0,2.7,5.0,0.537,0.534,1.0,1.6,0.636,1.8,2.9,4.7,0.9,0.8,0.3,1.0,2.5,6.4
117,117,81,Jose Calderon\caldejo01,PG,32,DAL,81,81,30.5,4.2,9.2,0.456,2.4,5.2,0.449,1.9,4.0,0.464,0.584,0.6,0.8,0.825,0.4,2.0,2.4,4.7,0.9,0.1,1.3,1.7,11.4
118,118,85,Vince Carter\cartevi01,SG,37,DAL,81,0,24.4,4.1,10.0,0.407,1.8,4.6,0.394,2.3,5.4,0.418,0.4970000000000001,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9
119,119,107,Jae Crowder\crowdja01,SF,23,DAL,78,8,16.1,1.7,3.8,0.439,0.6,1.9,0.331,1.0,1.9,0.552,0.524,0.6,0.8,0.754,0.6,1.9,2.5,0.8,0.8,0.3,0.5,1.3,4.6
120,120,112,Samuel Dalembert\dalemsa01,C,32,DAL,80,68,20.2,2.7,4.7,0.568,0.0,0.0,0.0,2.7,4.7,0.569,0.568,1.3,1.7,0.737,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6
121,121,136,Wayne Ellington\ellinwa01,SG,26,DAL,45,1,8.7,1.2,2.8,0.4370000000000001,0.6,1.3,0.424,0.7,1.5,0.448,0.536,0.2,0.2,0.909,0.2,0.8,1.0,0.4,0.4,0.0,0.2,0.7,3.2
122,122,137,Monta Ellis\ellismo01,SG,28,DAL,82,82,36.9,7.0,15.6,0.451,0.8,2.5,0.33,6.2,13.0,0.474,0.478,4.1,5.2,0.7879999999999999,0.5,3.1,3.6,5.7,1.7,0.3,3.2,2.4,19.0
123,123,190,Devin Harris\harride01,PG,30,DAL,40,0,20.5,2.4,6.4,0.378,0.8,2.5,0.307,1.6,3.8,0.425,0.439,2.3,2.9,0.8,0.2,1.9,2.1,4.5,0.7,0.1,1.5,1.8,7.9
124,124,224,Bernard James\jamesbe01,C,28,DAL,30,0,4.9,0.4,0.8,0.478,0.0,0.0,0.0,0.4,0.7,0.5,0.478,0.2,0.4,0.545,0.5,0.9,1.4,0.1,0.1,0.3,0.3,0.8,0.9
125,125,262,Shane Larkin\larkish01,PG,21,DAL,48,0,10.2,1.1,2.9,0.38,0.3,0.8,0.316,0.8,2.1,0.404,0.423,0.3,0.5,0.64,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8
126,126,264,Ricky Ledo\ledori01,SG,21,DAL,11,0,3.0,0.5,1.5,0.353,0.3,0.7,0.375,0.3,0.8,0.333,0.441,0.4,0.4,1.0,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.2,1.7
127,127,283,Shawn Marion\mariosh01,SF,35,DAL,76,76,31.7,4.5,9.3,0.482,0.8,2.1,0.358,3.7,7.2,0.518,0.523,0.7,0.9,0.785,1.7,4.8,6.5,1.6,1.2,0.5,1.3,1.6,10.4
128,128,300,Gal Mekel\mekelga01,PG,25,DAL,31,1,9.4,1.0,2.8,0.349,0.2,0.6,0.25,0.8,2.1,0.379,0.378,0.3,0.4,0.667,0.2,0.7,0.9,2.0,0.1,0.0,1.0,1.0,2.4
129,129,334,Dirk Nowitzki\nowitdi01,PF,35,DAL,80,80,32.9,7.9,15.9,0.4970000000000001,1.6,4.1,0.398,6.3,11.8,0.532,0.5489999999999999,4.2,4.7,0.899,0.5,5.7,6.2,2.7,0.9,0.6,1.5,2.1,21.7
130,130,475,Brandan Wright\wrighbr03,C,26,DAL,58,0,18.6,3.9,5.7,0.677,0.0,0.0,,3.9,5.7,0.677,0.677,1.3,1.8,0.726,1.8,2.4,4.2,0.5,0.6,0.9,0.6,1.6,9.1
131,131,23,Darrell Arthur\arthuda01,SF,25,DEN,68,1,17.1,2.4,6.0,0.395,0.4,0.9,0.375,2.0,5.1,0.399,0.424,0.8,0.9,0.855,0.8,2.3,3.1,0.9,0.6,0.7,0.9,2.7,5.9
132,132,65,Aaron Brooks\brookaa01,PG,29,DEN,29,12,29.0,4.4,11.0,0.406,1.4,4.0,0.362,3.0,7.0,0.431,0.472,1.6,1.8,0.902,0.7,2.0,2.7,5.2,0.9,0.2,2.3,2.4,11.9
133,133,90,Wilson Chandler\chandwi01,SF,26,DEN,62,55,31.1,5.0,11.9,0.416,2.0,5.7,0.348,3.0,6.2,0.478,0.499,1.8,2.5,0.7240000000000001,0.9,3.8,4.7,1.8,0.7,0.5,1.3,3.1,13.6
134,134,142,Kenneth Faried\farieke01,PF,24,DEN,80,77,27.2,5.6,10.3,0.545,0.0,0.0,0.0,5.6,10.2,0.547,0.545,2.5,3.9,0.65,3.0,5.6,8.6,1.2,0.9,0.9,1.7,2.4,13.7
135,135,150,Evan Fournier\fournev01,SG,21,DEN,76,4,19.8,3.0,7.2,0.419,1.2,3.1,0.376,1.8,4.0,0.453,0.501,1.2,1.6,0.7559999999999999,0.4,2.2,2.7,1.5,0.4,0.1,1.3,2.4,8.4
136,136,151,Randy Foye\foyera01,SG,30,DEN,81,78,30.7,4.5,10.8,0.413,2.3,6.1,0.38,2.1,4.7,0.456,0.521,1.9,2.3,0.8490000000000001,0.4,2.4,2.9,3.5,0.8,0.5,1.8,2.5,13.2
137,137,182,Jordan Hamilton\hamiljo02,SF,23,DEN,39,11,17.2,2.5,6.5,0.39,1.2,3.3,0.349,1.4,3.2,0.4320000000000001,0.478,0.6,0.8,0.742,0.6,2.8,3.4,0.9,0.8,0.3,0.7,0.8,6.8
138,138,203,J.J. Hickson\hicksjj01,PF,25,DEN,69,52,26.9,4.8,9.5,0.508,0.0,0.1,0.0,4.8,9.4,0.514,0.508,2.2,4.2,0.517,3.0,6.2,9.2,1.4,0.7,0.7,1.9,2.6,11.8
139,139,263,Ty Lawson\lawsoty01,PG,26,DEN,62,61,35.8,5.6,13.0,0.431,1.2,3.3,0.35600000000000004,4.4,9.7,0.455,0.475,5.2,6.5,0.7979999999999999,0.6,2.8,3.5,8.8,1.6,0.2,3.2,1.8,17.6
140,140,296,JaVale McGee\mcgeeja01,C,26,DEN,5,5,15.8,3.4,7.6,0.447,0.0,0.0,,3.4,7.6,0.447,0.447,0.2,0.2,1.0,2.0,1.4,3.4,0.4,0.2,1.4,1.6,3.2,7.0
141,141,303,Andre Miller\millean02,SG,37,DEN,30,2,19.0,2.2,4.8,0.458,0.3,0.6,0.5,1.9,4.2,0.452,0.49,1.2,1.6,0.745,0.5,1.9,2.4,3.3,0.5,0.2,1.1,1.1,5.9
142,142,306,Quincy Miller\millequ01,PF,21,DEN,52,16,15.2,1.8,4.9,0.3670000000000001,0.6,1.8,0.319,1.2,3.1,0.395,0.426,0.8,1.1,0.7090000000000001,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,4.9
143,143,320,Timofey Mozgov\mozgoti01,C,27,DEN,82,30,21.6,3.5,6.6,0.523,0.0,0.3,0.16699999999999998,3.4,6.4,0.539,0.527,2.4,3.2,0.754,2.1,4.4,6.4,0.8,0.3,1.2,1.5,2.6,9.4
144,144,365,Anthony Randolph\randoan01,PF,24,DEN,43,5,12.3,1.6,4.1,0.386,0.4,1.4,0.295,1.2,2.7,0.435,0.438,1.2,1.6,0.754,0.5,2.4,2.8,0.7,0.6,0.4,0.9,1.5,4.8
145,145,374,Nate Robinson\robinna01,PG,29,DEN,44,1,19.7,3.7,8.7,0.428,1.3,3.5,0.377,2.4,5.2,0.463,0.504,1.6,1.9,0.835,0.5,1.4,1.8,2.5,0.8,0.1,1.3,2.1,10.4
146,146,446,Jan Vesely\veselja01,PF,23,DEN,21,0,14.6,2.0,3.9,0.506,0.0,0.0,,2.0,3.9,0.506,0.506,0.5,1.2,0.423,1.3,2.4,3.7,0.5,1.3,0.8,0.7,2.7,4.4
147,147,48,Chauncey Billups\billuch01,SG,37,DET,19,7,16.3,1.3,4.2,0.304,0.7,2.5,0.292,0.5,1.6,0.32299999999999995,0.392,0.5,0.6,0.833,0.2,1.3,1.5,2.2,0.4,0.1,1.3,1.3,3.8
148,148,79,Will Bynum\bynumwi01,PG,31,DET,56,3,18.8,3.3,7.7,0.428,0.4,1.1,0.32299999999999995,2.9,6.6,0.446,0.451,1.7,2.2,0.802,0.4,1.3,1.8,3.9,0.7,0.1,1.8,2.2,8.7
149,149,82,Kentavious Caldwell-Pope\caldwke01,SG,20,DET,80,41,19.8,2.3,5.8,0.396,0.7,2.3,0.319,1.5,3.4,0.447,0.46,0.6,0.8,0.77,0.5,1.5,2.0,0.7,0.9,0.2,0.4,1.8,5.9
150,150,114,Luigi Datome\datomlu01,SF,26,DET,34,0,7.0,1.0,2.9,0.35100000000000003,0.2,1.1,0.179,0.8,1.7,0.466,0.387,0.2,0.3,0.8,0.4,0.9,1.4,0.3,0.2,0.0,0.3,0.6,2.4
151,151,130,Andre Drummond\drumman01,C,20,DET,81,81,32.3,5.9,9.5,0.623,0.0,0.0,0.0,5.9,9.5,0.625,0.623,1.7,4.0,0.418,5.4,7.8,13.2,0.4,1.2,1.6,1.4,3.4,13.5
152,152,188,Josh Harrellson\harrejo01,C,24,DET,32,0,9.9,1.2,2.6,0.463,0.4,1.0,0.387,0.8,1.6,0.51,0.537,0.2,0.2,0.7140000000000001,0.9,1.4,2.4,0.5,0.2,0.5,0.3,1.4,2.9
153,153,233,Brandon Jennings\jennibr01,PG,24,DET,80,79,34.1,5.3,14.2,0.373,1.9,5.7,0.337,3.4,8.5,0.397,0.441,3.0,4.0,0.7509999999999999,0.7,2.3,3.1,7.6,1.3,0.1,2.7,2.0,15.5
154,154,234,Jonas Jerebko\jerebjo01,PF,26,DET,64,0,11.6,1.5,3.3,0.471,0.5,1.2,0.419,1.0,2.1,0.5,0.546,0.7,0.9,0.7290000000000001,0.8,1.9,2.7,0.6,0.3,0.1,0.7,1.3,4.2
155,155,309,Tony Mitchell\mitchto02,PF,21,DET,21,0,3.8,0.2,0.6,0.417,0.0,0.0,1.0,0.2,0.5,0.364,0.458,0.5,0.9,0.579,0.7,0.5,1.2,0.1,0.3,0.1,0.2,0.4,1.0
156,156,312,Greg Monroe\monrogr01,PF,23,DET,82,82,32.8,6.1,12.4,0.4970000000000001,0.0,0.0,0.0,6.1,12.4,0.4970000000000001,0.4970000000000001,2.9,4.5,0.657,3.1,6.1,9.3,2.1,1.1,0.6,2.0,2.5,15.2
157,157,395,Kyle Singler\singlky01,SF,25,DET,82,36,28.5,3.3,7.3,0.447,1.1,3.0,0.382,2.1,4.3,0.4920000000000001,0.525,1.9,2.2,0.826,1.4,2.3,3.7,0.9,0.7,0.5,1.0,2.6,9.6
158,158,397,Peyton Siva\sivape01,SG,23,DET,24,0,9.3,0.8,2.4,0.316,0.3,1.0,0.28,0.5,1.3,0.344,0.377,0.5,0.6,0.733,0.1,0.5,0.6,1.4,0.4,0.0,0.8,1.1,2.3
159,159,404,Josh Smith\smithjo03,SF,28,DET,77,76,35.5,6.7,16.0,0.419,0.9,3.4,0.264,5.8,12.6,0.462,0.448,2.1,3.9,0.532,1.3,5.4,6.8,3.3,1.4,1.4,2.6,2.6,16.4
160,160,414,Rodney Stuckey\stuckro01,SG,27,DET,73,5,26.7,5.1,11.7,0.436,0.3,1.2,0.273,4.8,10.5,0.455,0.45,3.3,4.0,0.836,0.5,1.8,2.3,2.1,0.7,0.1,1.7,1.8,13.9
161,161,447,Charlie Villanueva\villach01,PF,29,DET,20,0,9.0,1.8,4.6,0.38,0.7,2.8,0.25,1.1,1.8,0.583,0.457,0.4,0.7,0.5710000000000001,0.3,1.4,1.7,0.3,0.2,0.3,0.4,0.8,4.6
162,162,22,Hilton Armstrong\armsthi01,C,29,GSW,15,1,6.5,0.6,1.3,0.474,0.0,0.0,,0.6,1.3,0.474,0.474,0.5,1.1,0.438,1.3,1.9,3.1,0.3,0.3,0.3,0.4,0.7,1.7
163,163,33,Harrison Barnes\barneha02,SF,21,GSW,78,24,28.3,3.5,8.7,0.399,0.8,2.4,0.34700000000000003,2.6,6.3,0.419,0.448,1.7,2.3,0.718,0.8,3.1,4.0,1.5,0.8,0.3,1.1,2.0,9.5
164,164,41,Kent Bazemore\bazemke01,SG,24,GSW,44,0,6.1,0.8,2.2,0.371,0.2,0.9,0.256,0.6,1.3,0.448,0.423,0.4,0.8,0.528,0.1,0.8,0.9,0.5,0.3,0.1,0.6,1.0,2.3
165,165,51,Steve Blake\blakest01,PG,33,GSW,28,1,21.7,1.6,4.3,0.375,1.0,2.8,0.342,0.6,1.5,0.439,0.488,0.2,0.3,0.625,0.2,1.8,2.0,3.6,0.7,0.2,1.1,1.3,4.4
166,166,56,Andrew Bogut\bogutan01,C,29,GSW,67,67,26.4,3.5,5.6,0.627,0.0,0.0,,3.5,5.6,0.627,0.627,0.3,1.0,0.344,2.7,7.3,10.0,1.7,0.7,1.8,1.4,3.1,7.3
167,167,66,MarShon Brooks\brookma01,SG,25,GSW,7,0,2.1,0.7,1.9,0.385,0.0,0.3,0.0,0.7,1.6,0.455,0.385,0.4,0.6,0.75,0.1,0.6,0.7,0.0,0.1,0.0,0.0,0.0,1.9
168,168,106,Jordan Crawford\crawfjo02,SG,25,GSW,42,0,15.7,3.3,7.9,0.417,1.0,3.0,0.313,2.4,4.9,0.483,0.477,0.9,1.0,0.8370000000000001,0.2,1.3,1.5,1.4,0.3,0.0,1.2,1.0,8.4
169,169,111,Stephen Curry\curryst01,PG,25,GSW,78,78,36.5,8.4,17.7,0.471,3.3,7.9,0.424,5.0,9.8,0.509,0.5660000000000001,3.9,4.5,0.885,0.6,3.7,4.3,8.5,1.6,0.2,3.8,2.5,24.0
170,170,121,Dewayne Dedmon\dedmode01,C,24,GSW,4,0,1.5,0.0,0.3,0.0,0.0,0.0,,0.0,0.3,0.0,0.0,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3
171,171,127,Toney Douglas\douglto01,PG,27,GSW,24,0,11.0,1.3,3.6,0.3720000000000001,0.8,2.5,0.322,0.5,1.1,0.481,0.483,0.2,0.3,0.625,0.2,0.9,1.1,0.8,0.3,0.1,0.7,1.4,3.7
172,172,176,Draymond Green\greendr01,SF,23,GSW,82,12,21.9,2.3,5.6,0.407,0.7,2.0,0.333,1.6,3.6,0.449,0.467,1.0,1.5,0.667,1.0,3.9,5.0,1.9,1.2,0.9,1.1,2.8,6.2
173,173,217,Andre Iguodala\iguodan01,SF,30,GSW,63,63,32.4,3.5,7.3,0.48,1.0,2.8,0.354,2.5,4.5,0.5579999999999999,0.5479999999999999,1.4,2.1,0.652,0.8,3.8,4.7,4.2,1.5,0.3,1.6,1.6,9.3
174,174,258,Ognjen Kuzmic\kuzmiog01,C,23,GSW,21,0,4.4,0.2,0.6,0.385,0.0,0.0,,0.2,0.6,0.385,0.385,0.2,0.5,0.455,0.5,0.5,1.0,0.1,0.1,0.2,0.5,0.8,0.7
175,175,266,David Lee\leeda02,PF,30,GSW,69,67,33.2,7.4,14.2,0.523,0.0,0.0,0.0,7.4,14.2,0.523,0.523,3.3,4.3,0.78,2.6,6.7,9.3,2.1,0.7,0.4,2.2,3.0,18.2
176,176,329,Nemanja Nedovic\nedovne01,SG,22,GSW,24,0,5.9,0.3,1.6,0.205,0.1,0.8,0.16699999999999998,0.2,0.9,0.238,0.244,0.3,0.3,0.875,0.1,0.5,0.6,0.5,0.0,0.0,0.5,0.5,1.1
177,177,336,Jermaine O'Neal\onealje01,PF,35,GSW,44,13,20.1,2.8,5.6,0.504,0.0,0.0,,2.8,5.6,0.504,0.504,2.3,3.0,0.75,1.9,3.6,5.5,0.6,0.3,0.9,1.2,2.3,7.9
178,178,407,Marreese Speights\speigma01,C,26,GSW,79,3,12.4,2.5,5.6,0.441,0.1,0.4,0.258,2.4,5.2,0.455,0.45,1.4,1.7,0.821,1.3,2.4,3.7,0.4,0.1,0.4,0.8,1.9,6.4
179,179,430,Klay Thompson\thompkl01,SG,23,GSW,81,81,35.4,6.9,15.5,0.444,2.8,6.6,0.417,4.1,8.9,0.464,0.5329999999999999,1.8,2.3,0.795,0.5,2.6,3.1,2.2,0.9,0.5,1.7,2.9,18.4
180,180,24,Omer Asik\asikom01,C,27,HOU,48,19,20.2,2.1,4.0,0.532,0.0,0.0,,2.1,4.0,0.532,0.532,1.6,2.6,0.619,2.1,5.8,7.9,0.5,0.3,0.8,1.2,1.9,5.8
181,181,46,Patrick Beverley\beverpa01,PG,25,HOU,56,55,31.3,3.6,8.6,0.414,1.6,4.6,0.361,1.9,4.0,0.473,0.509,1.5,1.8,0.8140000000000001,1.3,2.2,3.5,2.7,1.4,0.4,1.2,3.1,10.2
182,182,64,Ronnie Brewer\brewero02,SF,28,HOU,23,3,6.9,0.1,0.7,0.2,0.0,0.3,0.125,0.1,0.3,0.28600000000000003,0.233,0.0,0.1,0.0,0.1,0.5,0.6,0.4,0.3,0.0,0.1,0.2,0.3
183,183,65,Aaron Brooks\brookaa01,PG,29,HOU,43,0,16.7,2.4,6.1,0.395,1.3,3.1,0.409,1.2,3.0,0.382,0.498,0.9,1.0,0.841,0.5,0.9,1.4,1.9,0.6,0.1,1.2,1.8,7.0
184,184,83,Isaiah Canaan\canaais01,PG,22,HOU,22,0,11.5,1.4,4.0,0.35600000000000004,0.8,2.5,0.327,0.6,1.5,0.406,0.46,1.0,1.3,0.7240000000000001,0.3,0.8,1.1,1.0,0.4,0.2,1.0,1.1,4.6
185,185,87,Omri Casspi\casspom01,PF,25,HOU,71,2,18.1,2.4,5.8,0.422,0.9,2.5,0.34700000000000003,1.6,3.3,0.479,0.496,1.2,1.7,0.68,0.8,2.9,3.7,1.2,0.6,0.2,1.0,1.4,6.9
186,186,103,Robert Covington\covinro01,SF,23,HOU,7,0,4.9,0.9,2.0,0.429,0.6,1.6,0.364,0.3,0.4,0.667,0.5710000000000001,0.0,0.0,,0.3,0.4,0.7,0.0,0.3,0.0,0.1,0.4,2.3
187,187,113,Troy Daniels\danietr01,SG,22,HOU,5,1,15.0,3.0,6.2,0.484,2.4,5.0,0.48,0.6,1.2,0.5,0.677,0.0,0.0,,0.0,0.8,0.8,1.0,0.0,0.0,0.6,1.2,8.4
188,188,156,Francisco Garcia\garcifr01,SF,32,HOU,55,4,19.7,2.1,5.3,0.401,1.3,3.5,0.358,0.9,1.8,0.485,0.519,0.2,0.3,0.526,0.4,1.8,2.2,1.1,0.5,0.6,0.5,2.2,5.7
189,189,182,Jordan Hamilton\hamiljo02,SF,23,HOU,21,1,16.6,2.3,5.8,0.393,1.2,3.3,0.362,1.1,2.5,0.434,0.496,0.8,1.0,0.85,0.4,2.5,2.9,0.9,0.6,0.3,0.9,1.7,6.6
190,190,186,James Harden\hardeja01,SG,24,HOU,73,73,38.0,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4
191,191,213,Dwight Howard\howardw01,C,28,HOU,71,71,33.7,6.7,11.3,0.591,0.0,0.1,0.28600000000000003,6.6,11.2,0.594,0.593,4.9,9.0,0.547,3.3,8.9,12.2,1.8,0.8,1.8,3.2,3.4,18.3
192,192,245,Terrence Jones\joneste01,PF,22,HOU,76,71,27.3,5.1,9.4,0.542,0.4,1.3,0.307,4.7,8.0,0.581,0.564,1.6,2.6,0.605,2.1,4.8,6.9,1.1,0.7,1.3,0.9,1.8,12.1
193,193,274,Jeremy Lin\linje01,PG,25,HOU,71,33,28.9,4.2,9.3,0.446,1.2,3.2,0.358,3.0,6.1,0.4920000000000001,0.508,3.1,3.7,0.823,0.5,2.2,2.6,4.1,1.0,0.4,2.5,2.3,12.5
194,194,318,Donatas Motiejunas\motiedo01,PF,23,HOU,62,3,15.4,2.1,4.8,0.443,0.3,1.4,0.25,1.8,3.4,0.519,0.478,0.9,1.5,0.604,1.0,2.7,3.6,0.5,0.3,0.3,0.8,2.1,5.5
195,195,347,Chandler Parsons\parsoch01,SF,25,HOU,74,74,37.6,6.3,13.3,0.472,1.8,4.7,0.37,4.5,8.6,0.528,0.5379999999999999,2.2,3.0,0.742,0.9,4.6,5.5,4.0,1.2,0.4,1.9,2.3,16.6
196,196,358,Josh Powell\poweljo01,PF,31,HOU,1,0,19.0,2.0,6.0,0.333,0.0,0.0,,2.0,6.0,0.333,0.333,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,1.0,1.0,1.0,4.0
197,197,400,Greg Smith\smithgr02,C,23,HOU,11,0,9.1,1.6,2.5,0.643,0.0,0.0,,1.6,2.5,0.643,0.643,0.2,0.5,0.4,1.0,1.5,2.5,0.0,0.1,0.2,0.5,1.5,3.5
198,198,8,Lavoy Allen\allenla01,PF,24,IND,14,0,8.0,1.2,2.4,0.5,0.0,0.0,,1.2,2.4,0.5,0.5,0.4,0.7,0.6,0.9,1.5,2.4,0.4,0.1,0.4,0.3,0.8,2.9
199,199,76,Rasual Butler\butlera01,SG,34,IND,50,2,7.6,1.0,2.2,0.464,0.5,1.2,0.419,0.5,1.0,0.521,0.5820000000000001,0.2,0.3,0.5710000000000001,0.1,0.7,0.8,0.3,0.1,0.2,0.2,0.6,2.7
200,200,78,Andrew Bynum\bynuman01,C,26,IND,2,0,18.0,4.5,11.0,0.409,0.0,0.0,,4.5,11.0,0.409,0.409,2.5,3.5,0.7140000000000001,3.0,6.5,9.5,1.0,0.0,0.5,2.0,1.5,11.5
201,201,101,Chris Copeland\copelch01,SF,29,IND,41,0,6.5,1.3,2.9,0.47,0.8,1.9,0.418,0.5,0.9,0.579,0.611,0.2,0.3,0.7140000000000001,0.2,0.6,0.8,0.4,0.1,0.2,0.3,0.9,3.7
202,202,163,Paul George\georgpa01,SF,23,IND,80,80,36.2,7.2,17.0,0.424,2.3,6.3,0.364,4.9,10.8,0.458,0.49,5.0,5.8,0.8640000000000001,0.8,6.0,6.8,3.5,1.9,0.3,2.8,2.5,21.7
203,203,173,Danny Granger\grangda01,SF,30,IND,29,2,22.5,2.8,7.7,0.359,1.1,3.2,0.33,1.7,4.4,0.38,0.428,1.8,1.8,0.962,0.8,2.8,3.6,1.1,0.3,0.4,1.2,1.4,8.3
204,204,202,Roy Hibbert\hibbero01,C,27,IND,81,81,29.7,4.1,9.3,0.439,0.0,0.1,0.4,4.1,9.2,0.439,0.44,2.6,3.3,0.77,2.5,4.1,6.6,1.1,0.4,2.2,1.8,3.3,10.8
205,205,205,George Hill\hillge01,PG,27,IND,76,76,32.0,3.6,8.1,0.442,1.3,3.4,0.365,2.3,4.7,0.4970000000000001,0.519,1.9,2.3,0.807,0.7,3.0,3.7,3.5,1.0,0.3,1.2,2.1,10.3
206,206,207,Solomon Hill\hillso01,SF,22,IND,28,0,8.1,0.6,1.4,0.425,0.3,0.8,0.304,0.4,0.6,0.588,0.513,0.2,0.3,0.857,0.3,1.1,1.5,0.4,0.2,0.1,0.5,0.7,1.7
207,207,239,Orlando Johnson\johnsor01,SG,24,IND,38,0,9.0,0.9,2.5,0.344,0.2,1.1,0.195,0.7,1.4,0.455,0.385,0.4,0.6,0.773,0.2,1.2,1.3,0.4,0.2,0.0,0.4,0.6,2.4
208,208,282,Ian Mahinmi\mahinia01,C,27,IND,77,1,16.2,1.2,2.5,0.481,0.0,0.0,0.0,1.2,2.4,0.484,0.481,1.2,1.9,0.621,1.4,1.9,3.3,0.3,0.5,0.9,0.8,2.7,3.5
209,209,385,Luis Scola\scolalu01,PF,33,IND,82,2,17.1,3.2,6.8,0.47,0.0,0.1,0.14300000000000002,3.2,6.7,0.474,0.471,1.2,1.7,0.728,1.0,3.7,4.8,1.0,0.3,0.2,1.3,2.0,7.6
210,210,398,Donald Sloan\sloando01,SG,26,IND,48,1,8.2,0.9,2.4,0.376,0.2,0.9,0.238,0.7,1.6,0.453,0.419,0.3,0.4,0.6,0.1,0.8,0.9,1.0,0.2,0.0,0.5,0.4,2.3
211,211,410,Lance Stephenson\stephla01,SG,23,IND,78,78,35.3,5.5,11.2,0.491,1.1,3.1,0.35200000000000004,4.4,8.0,0.545,0.54,1.8,2.5,0.711,1.2,5.9,7.2,4.6,0.7,0.1,2.7,2.5,13.8
212,212,438,Evan Turner\turneev01,SF,25,IND,27,2,21.1,2.9,7.0,0.411,0.4,0.9,0.5,2.4,6.1,0.398,0.442,0.9,1.3,0.706,0.4,2.7,3.2,2.4,0.4,0.1,1.3,1.8,7.1
213,213,456,C.J. Watson\watsocj01,PG,29,IND,63,5,18.9,2.3,5.3,0.4370000000000001,0.8,2.3,0.366,1.5,3.0,0.4920000000000001,0.516,1.1,1.4,0.784,0.3,1.3,1.6,1.7,1.0,0.1,1.0,1.0,6.6
214,214,460,David West\westda01,PF,33,IND,80,80,30.9,5.7,11.7,0.488,0.1,0.2,0.267,5.7,11.6,0.491,0.49,2.5,3.1,0.789,1.5,5.3,6.8,2.8,0.8,0.9,1.7,2.3,14.0
215,215,34,Matt Barnes\barnema02,SF,33,LAC,63,40,27.5,3.7,8.4,0.438,1.5,4.5,0.343,2.1,3.9,0.5489999999999999,0.53,1.0,1.4,0.733,1.0,3.7,4.6,2.0,0.9,0.4,1.3,2.9,9.9
216,216,71,Reggie Bullock\bullore01,SF,22,LAC,43,0,9.2,1.0,2.8,0.355,0.5,1.7,0.301,0.5,1.1,0.438,0.446,0.2,0.2,0.778,0.3,1.0,1.3,0.3,0.2,0.0,0.3,0.6,2.7
217,217,98,Darren Collison\collida01,PG,26,LAC,80,35,25.9,4.1,8.7,0.467,0.9,2.4,0.376,3.2,6.3,0.501,0.518,2.4,2.8,0.857,0.6,1.8,2.4,3.7,1.2,0.2,1.7,1.9,11.4
