,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
10,292,Ronald Murray\murraro01,SG,29,ATL,80,2,24.7,4.4,9.9,0.447,1.1,3.0,0.36,3.4,6.9,0.485,0.501,2.2,2.9,0.76,0.3,1.8,2.1,2.0,1.1,0.2,1.6,2.2,12.2
11,314,Zaza Pachulia\pachuza01,C,24,ATL,77,26,19.1,2.1,4.2,0.49700000000000005,0.0,0.0,0.0,2.1,4.1,0.502,0.49700000000000005,2.1,3.0,0.7090000000000001,2.2,3.4,5.7,0.7,0.5,0.3,1.2,2.7,6.2
12,372,Josh Smith\smithjo03,PF,23,ATL,69,69,35.1,6.1,12.3,0.49200000000000005,0.4,1.3,0.299,5.7,11.0,0.514,0.508,3.1,5.2,0.588,1.9,5.3,7.2,2.4,1.4,1.6,2.3,2.7,15.6
13,421,Mario West\westma02,SG,24,ATL,53,3,5.1,0.3,0.6,0.41200000000000003,0.0,0.0,1.0,0.2,0.6,0.39399999999999996,0.426,0.3,0.6,0.467,0.5,0.6,1.1,0.4,0.3,0.1,0.2,0.7,0.8
14,432,Marvin Williams\willima02,SF,22,ATL,61,59,34.3,4.7,10.2,0.45799999999999996,0.9,2.5,0.355,3.8,7.7,0.493,0.502,3.6,4.5,0.8059999999999999,1.8,4.5,6.3,1.3,0.9,0.6,1.1,2.1,13.9
15,$10 ,Ray Allen*\allenra02,SG,$33 ,BOS,79,79,36.4,6.3,13.2,0.48,2.5,6.2,0.409,3.8,7.0,0.542,0.575,3.0,3.2,0.9520000000000001,0.8,2.7,3.5,2.8,0.9,0.2,1.7,2.0,18.2
16,$11 ,Tony Allen\allento01,SG,$27 ,BOS,46,2,19.3,3.0,6.2,0.48200000000000004,0.1,0.6,0.222,2.8,5.6,0.51,0.493,1.7,2.4,0.725,0.5,1.8,2.3,1.4,1.2,0.5,1.7,2.1,7.8
17,103,Glen Davis\davisgl01,C,23,BOS,76,16,21.5,2.6,5.9,0.442,0.0,0.1,0.4,2.6,5.9,0.44299999999999995,0.444,1.7,2.3,0.73,1.6,2.4,4.0,0.9,0.7,0.3,0.9,3.0,7.0
18,144,Kevin Garnett\garneke01,PF,32,BOS,57,57,31.1,6.9,13.0,0.531,0.0,0.1,0.25,6.9,12.8,0.534,0.532,1.9,2.3,0.841,1.4,7.1,8.5,2.5,1.1,1.2,1.6,2.2,15.8
19,150,J.R. Giddens\giddejr01,SF,23,BOS,6,0,1.3,0.3,0.5,0.667,0.0,0.0,,0.3,0.5,0.667,0.667,0.0,0.0,,0.3,0.2,0.5,0.0,0.2,0.0,0.2,0.2,0.7
20,190,Eddie House\houseed01,PG,30,BOS,81,0,18.3,3.1,6.9,0.445,1.9,4.2,0.444,1.2,2.7,0.445,0.579,0.5,0.7,0.792,0.1,1.8,1.9,1.1,0.8,0.1,0.7,1.4,8.5
21,255,Stephon Marbury\marbust01,PG,31,BOS,23,4,18.0,1.7,4.8,0.342,0.3,1.1,0.24,1.4,3.7,0.37200000000000005,0.369,0.3,0.6,0.462,0.1,1.1,1.2,3.3,0.4,0.1,1.6,1.5,3.8
22,287,Mikki Moore\mooremi01,C,33,BOS,24,0,19.0,2.1,3.5,0.6,0.0,0.0,,2.1,3.5,0.6,0.6,0.6,0.8,0.737,1.3,3.1,4.4,1.0,0.2,0.2,0.9,4.0,4.8
23,304,Patrick O'Bryant\obryapa01,C,22,BOS,26,0,4.2,0.6,1.2,0.516,0.0,0.0,,0.6,1.2,0.516,0.516,0.3,0.5,0.667,0.3,1.0,1.3,0.3,0.1,0.3,0.7,1.1,1.5
24,320,Kendrick Perkins\perkike01,C,24,BOS,76,76,29.6,3.6,6.3,0.5770000000000001,0.0,0.0,0.0,3.6,6.3,0.58,0.5770000000000001,1.3,2.1,0.6,2.7,5.5,8.1,1.3,0.3,2.0,2.2,3.3,8.5
25,323,Paul Pierce\piercpa01,SF,31,BOS,81,81,37.5,6.7,14.6,0.457,1.5,3.8,0.391,5.2,10.8,0.48,0.508,5.7,6.8,0.83,0.7,5.0,5.6,3.6,1.0,0.3,2.8,2.7,20.5
26,326,Leon Powe\powele01,PF,25,BOS,70,7,17.5,2.5,4.8,0.524,0.0,0.0,,2.5,4.8,0.524,0.524,2.6,3.8,0.6890000000000001,2.1,2.9,4.9,0.7,0.3,0.5,1.1,2.7,7.7
27,330,Gabe Pruitt\pruitga01,SG,22,BOS,47,0,7.8,0.7,2.1,0.307,0.3,1.0,0.292,0.4,1.1,0.321,0.376,0.4,0.4,0.81,0.2,0.7,0.9,0.8,0.3,0.1,0.4,0.7,2.0
28,347,Rajon Rondo\rondora01,PG,22,BOS,80,80,33.0,4.8,9.5,0.505,0.2,0.6,0.313,4.6,8.9,0.518,0.514,2.2,3.4,0.642,1.3,4.0,5.2,8.2,1.9,0.1,2.6,2.4,11.9
29,357,Brian Scalabrine\scalabr01,C,30,BOS,39,8,12.9,1.2,2.9,0.42100000000000004,0.6,1.6,0.39299999999999996,0.6,1.4,0.45299999999999996,0.526,0.4,0.5,0.889,0.2,1.1,1.3,0.5,0.2,0.3,0.3,1.9,3.5
30,408,Henry Walker\walkebi01,SF,21,BOS,29,0,7.4,1.2,2.0,0.621,0.0,0.0,0.0,1.2,2.0,0.632,0.621,0.6,0.8,0.696,0.3,0.7,1.0,0.4,0.2,0.1,0.6,1.8,3.0
31,$6 ,Alexis Ajinca\ajincal01,PF,$20 ,CHO,31,4,5.9,0.8,2.2,0.36200000000000004,0.0,0.1,0.0,0.8,2.2,0.373,0.36200000000000004,0.6,0.9,0.7140000000000001,0.3,0.7,1.0,0.1,0.2,0.2,0.4,1.1,2.3
32,24,D.J. Augustin\augusdj01,PG,21,CHO,72,12,26.5,3.7,8.6,0.43,1.5,3.4,0.439,2.2,5.2,0.424,0.517,2.9,3.2,0.893,0.2,1.6,1.8,3.5,0.6,0.0,1.7,1.9,11.8
33,42,Raja Bell\bellra01,SG,32,CHO,45,44,35.6,5.0,11.3,0.44,1.6,3.9,0.395,3.4,7.3,0.46399999999999997,0.509,1.6,1.8,0.877,0.7,3.2,4.0,2.5,0.8,0.1,1.5,2.4,13.0
34,62,Andre Brown\brownan01,PF,27,CHO,4,0,10.3,0.3,1.8,0.14300000000000002,0.0,0.0,,0.3,1.8,0.14300000000000002,0.14300000000000002,0.5,0.5,1.0,1.8,1.3,3.0,0.3,0.3,0.0,1.3,2.3,1.0
35,67,Shannon Brown\brownsh01,SG,23,CHO,30,0,11.4,1.9,4.1,0.455,0.3,0.9,0.28600000000000003,1.6,3.2,0.505,0.488,0.8,1.0,0.8,0.3,0.5,0.8,0.9,0.6,0.2,1.0,1.1,4.8
36,78,Matt Carroll\carroma01,SG,28,CHO,34,10,14.0,1.6,4.1,0.406,0.4,1.3,0.267,1.3,2.7,0.473,0.449,0.4,0.6,0.789,0.1,1.5,1.6,0.7,0.5,0.1,0.8,1.6,4.1
37,107,Boris Diaw\diawbo01,PF,26,CHO,59,59,37.6,6.2,12.6,0.495,1.2,2.8,0.419,5.1,9.8,0.517,0.542,1.4,2.1,0.6859999999999999,1.6,4.3,5.9,4.9,0.8,0.7,3.0,2.8,15.1
38,111,DeSagana Diop\diopde01,C,27,CHO,41,1,14.2,1.3,2.8,0.46,0.0,0.0,,1.3,2.8,0.46,0.46,0.2,0.9,0.27,1.7,2.1,3.8,0.5,0.4,0.8,0.7,1.8,2.8
39,118,Jared Dudley\dudleja01,SF,23,CHO,20,7,21.4,2.3,4.8,0.469,0.2,0.4,0.375,2.1,4.4,0.47700000000000004,0.484,0.8,1.2,0.625,1.3,1.7,3.0,1.0,0.9,0.1,0.5,2.0,5.4
40,130,Raymond Felton\feltora01,PG,24,CHO,82,81,37.6,5.4,13.2,0.408,0.7,2.5,0.285,4.7,10.7,0.43700000000000006,0.435,2.7,3.3,0.805,0.7,3.1,3.8,6.7,1.5,0.4,2.8,2.3,14.2
41,188,Ryan Hollins\holliry01,C,24,CHO,18,1,10.2,1.1,1.9,0.5429999999999999,0.0,0.0,,1.1,1.9,0.5429999999999999,0.5429999999999999,1.4,2.2,0.667,1.1,0.9,2.0,0.2,0.2,0.9,0.6,1.9,3.6
42,193,Juwan Howard\howarju01,SF,35,CHO,39,2,11.5,1.9,3.7,0.51,0.0,0.0,,1.9,3.7,0.51,0.51,0.6,0.9,0.6759999999999999,0.7,1.1,1.8,0.6,0.2,0.1,0.7,1.7,4.4
43,214,Dontell Jefferson\jeffedo01,SG,25,CHO,6,0,14.0,1.8,3.7,0.5,0.2,0.3,0.5,1.7,3.3,0.5,0.523,1.0,1.5,0.667,0.2,1.8,2.0,1.5,0.7,0.2,1.0,1.5,4.8
44,221,Linton Johnson\johnsli01,PF,28,CHO,2,0,6.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0
45,225,Dwayne Jones\jonesdw02,PF,25,CHO,6,0,8.7,0.7,1.2,0.5710000000000001,0.0,0.0,,0.7,1.2,0.5710000000000001,0.5710000000000001,0.7,1.0,0.667,1.0,1.0,2.0,0.0,0.0,0.2,0.7,1.0,2.0
46,259,Cartier Martin\martica01,SF,24,CHO,33,1,8.1,0.8,2.3,0.364,0.3,1.0,0.303,0.5,1.3,0.409,0.429,0.6,0.8,0.8,0.2,0.8,1.0,0.4,0.2,0.1,0.3,1.0,2.6
47,265,Sean May\mayse01,PF,24,CHO,24,12,12.5,1.6,4.1,0.39799999999999996,0.0,0.0,1.0,1.6,4.0,0.392,0.40299999999999997,0.6,0.8,0.7,0.8,2.0,2.9,0.4,0.2,0.2,1.1,1.3,3.9
48,285,Nazr Mohammed\mohamna01,C,31,CHO,39,1,8.7,1.1,2.6,0.406,0.0,0.0,,1.1,2.6,0.406,0.406,0.6,1.0,0.55,0.9,1.1,2.0,0.2,0.1,0.4,0.6,1.6,2.7
49,289,Adam Morrison\morriad01,SF,24,CHO,44,5,15.2,1.7,4.8,0.36,0.7,2.1,0.337,1.0,2.7,0.37799999999999995,0.434,0.4,0.5,0.762,0.4,1.3,1.6,0.9,0.2,0.1,0.7,1.7,4.5
50,310,Emeka Okafor\okafoem01,C,26,CHO,82,81,32.8,5.3,9.4,0.561,0.0,0.0,,5.3,9.4,0.561,0.561,2.7,4.5,0.593,3.4,6.7,10.1,0.6,0.6,1.7,1.8,3.0,13.2
51,333,Vladimir Radmanovic\radmavl01,SF,28,CHO,32,3,21.1,3.2,7.9,0.401,1.4,3.9,0.35700000000000004,1.8,3.9,0.444,0.49,0.6,1.0,0.645,0.8,2.4,3.3,1.3,0.6,0.3,1.6,1.9,8.3
52,340,Jason Richardson\richaja01,SG,28,CHO,14,14,35.1,6.9,15.7,0.441,1.9,4.2,0.45799999999999996,5.0,11.5,0.435,0.502,2.9,3.9,0.745,0.9,3.2,4.1,2.6,1.0,0.2,1.7,3.1,18.7
53,366,Sean Singletary\singlse01,PG,23,CHO,24,1,7.5,0.8,2.0,0.396,0.3,0.6,0.4,0.5,1.4,0.39399999999999996,0.45799999999999996,0.5,0.6,0.8,0.2,0.6,0.8,0.7,0.2,0.0,0.8,1.3,2.3
54,410,Gerald Wallace\wallage01,SF,26,CHO,71,71,37.6,5.5,11.4,0.48,0.5,1.8,0.298,4.9,9.6,0.515,0.504,5.1,6.4,0.804,1.6,6.2,7.8,2.7,1.7,0.9,2.1,3.0,16.6
55,106,Luol Deng\denglu01,SF,23,CHI,49,46,34.0,5.4,12.1,0.44799999999999995,0.2,0.4,0.4,5.2,11.7,0.45,0.455,3.1,3.9,0.7959999999999999,1.6,4.4,6.0,1.9,1.2,0.5,1.5,1.7,14.1
56,154,Drew Gooden\goodedr01,PF,27,CHI,31,27,29.6,5.2,11.4,0.457,0.0,0.1,0.0,5.2,11.3,0.461,0.457,2.7,3.1,0.866,2.6,5.9,8.6,1.4,0.8,0.5,1.8,3.3,13.1
57,155,Ben Gordon\gordobe01,SG,25,CHI,82,76,36.6,7.3,16.0,0.455,2.1,5.1,0.41,5.2,10.9,0.47600000000000003,0.521,4.0,4.7,0.8640000000000001,0.6,2.8,3.5,3.4,0.9,0.3,2.4,2.2,20.7
58,161,Aaron Gray\grayaa01,C,24,CHI,56,18,12.8,1.4,3.0,0.485,0.0,0.0,0.0,1.4,3.0,0.488,0.485,0.6,1.1,0.5760000000000001,1.5,2.4,3.9,0.8,0.3,0.3,0.7,2.4,3.5
59,187,Kirk Hinrich\hinriki01,SG,28,CHI,51,4,26.3,3.6,8.2,0.43700000000000006,1.4,3.3,0.408,2.2,4.9,0.456,0.519,1.3,1.7,0.7909999999999999,0.3,2.1,2.4,3.9,1.3,0.4,1.7,2.5,9.9
60,194,Larry Hughes\hughela01,SF,30,CHI,30,6,26.4,4.2,10.3,0.41200000000000003,1.3,3.4,0.392,2.9,6.9,0.42200000000000004,0.47700000000000004,2.2,2.7,0.8170000000000001,0.2,2.9,3.1,2.0,1.2,0.3,1.2,1.7,12.0
61,196,Lindsey Hunter\hunteli01,PG,38,CHI,28,0,9.5,1.0,2.9,0.32899999999999996,0.6,1.7,0.33299999999999996,0.4,1.2,0.324,0.42700000000000005,0.1,0.2,0.6,0.1,0.4,0.4,1.3,0.7,0.0,0.7,1.0,2.6
62,221,Linton Johnson\johnsli01,PF,28,CHI,8,0,5.3,0.5,1.4,0.364,0.1,0.3,0.5,0.4,1.1,0.33299999999999996,0.409,0.0,0.0,,0.4,0.6,1.0,0.3,0.1,0.0,0.3,0.8,1.1
63,280,Brad Miller\millebr01,C,32,CHI,27,0,27.6,4.0,8.4,0.478,0.1,0.5,0.231,3.9,7.9,0.493,0.485,3.7,4.3,0.853,2.5,5.0,7.4,3.2,0.8,0.4,1.7,3.3,11.8
64,299,Demetris Nichols\nichode01,SF,24,CHI,2,0,2.5,0.5,2.0,0.25,0.0,0.5,0.0,0.5,1.5,0.33299999999999996,0.25,0.0,0.0,,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.0
65,300,Joakim Noah\noahjo01,C,23,CHI,80,55,24.2,2.6,4.7,0.556,0.0,0.0,0.0,2.6,4.6,0.5579999999999999,0.556,1.5,2.3,0.6759999999999999,3.1,4.5,7.6,1.3,0.6,1.4,1.0,3.0,6.7
66,301,Andres Nocioni\nocioan01,PF,29,CHI,53,2,24.1,3.5,8.5,0.414,1.5,3.9,0.37799999999999995,2.0,4.5,0.446,0.502,1.9,2.3,0.8059999999999999,0.6,3.5,4.2,1.1,0.5,0.3,1.4,3.3,10.4
67,344,Anthony Roberson\roberan02,PG,25,CHI,6,0,3.8,0.8,2.8,0.294,0.3,1.7,0.2,0.5,1.2,0.429,0.353,0.0,0.0,,0.3,0.8,1.2,0.2,0.0,0.0,0.2,0.0,2.0
68,348,Derrick Rose\rosede01,PG,20,CHI,81,80,37.0,7.1,14.9,0.475,0.2,0.9,0.222,6.9,14.0,0.491,0.48200000000000004,2.4,3.1,0.7879999999999999,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1.5,16.8
69,355,John Salmons\salmojo01,SF,29,CHI,26,21,37.7,6.3,13.4,0.473,1.9,4.5,0.415,4.5,8.9,0.502,0.5429999999999999,3.7,4.4,0.843,0.6,3.7,4.3,2.0,1.0,0.6,1.7,2.3,18.3
70,359,Thabo Sefolosha\sefolth01,SF,24,CHI,43,14,17.1,1.8,4.2,0.434,0.3,1.2,0.3,1.5,3.1,0.485,0.475,0.5,0.6,0.84,0.6,2.3,2.9,1.5,0.8,0.4,0.9,1.2,4.5
71,364,Cedric Simmons\simmoce01,PF,23,CHI,11,0,5.5,1.0,1.9,0.524,0.0,0.0,,1.0,1.9,0.524,0.524,0.5,1.3,0.429,0.4,0.7,1.1,0.2,0.1,0.4,0.0,0.5,2.5
72,390,Tim Thomas\thomati01,PF,31,CHI,18,0,14.1,2.0,5.0,0.4,1.1,2.4,0.442,0.9,2.6,0.36200000000000004,0.506,0.8,1.1,0.7,0.4,1.9,2.3,0.7,0.3,0.0,0.6,1.5,5.8
73,391,Tyrus Thomas\thomaty01,PF,22,CHI,79,61,27.5,3.9,8.6,0.451,0.0,0.1,0.33299999999999996,3.9,8.5,0.45299999999999996,0.45299999999999996,3.0,3.8,0.7829999999999999,1.9,4.6,6.4,1.0,1.2,1.9,1.6,2.8,10.8
74,149,Daniel Gibson\gibsoda01,PG,22,CLE,75,0,23.9,2.7,7.0,0.391,1.4,3.8,0.382,1.3,3.3,0.402,0.493,0.9,1.1,0.767,0.4,1.7,2.1,1.8,0.6,0.2,0.8,2.2,7.8
75,182,J.J. Hickson\hicksjj01,C,20,CLE,62,0,11.4,1.6,3.1,0.515,0.0,0.0,,1.6,3.1,0.515,0.515,0.7,1.1,0.672,0.8,1.8,2.7,0.1,0.2,0.5,0.7,1.3,4.0
76,199,Zydrunas Ilgauskas\ilgauzy01,C,33,CLE,65,65,27.2,5.3,11.1,0.47200000000000003,0.2,0.6,0.385,5.0,10.5,0.47700000000000004,0.483,2.1,2.7,0.799,2.4,5.1,7.5,1.0,0.4,1.3,1.4,2.8,12.9
77,205,Darnell Jackson\jacksda01,PF,23,CLE,51,2,8.4,0.7,1.7,0.43,0.0,0.0,0.0,0.7,1.6,0.44,0.43,0.5,0.7,0.6859999999999999,0.6,1.1,1.7,0.2,0.2,0.1,0.3,1.5,1.9
78,208,LeBron James\jamesle01,SF,24,CLE,81,81,37.7,9.7,19.9,0.489,1.6,4.7,0.344,8.1,15.2,0.535,0.53,7.3,9.4,0.78,1.3,6.3,7.6,7.2,1.7,1.1,3.0,1.7,28.4
79,222,Trey Johnson\johnstr01,SG,24,CLE,4,0,3.5,0.0,1.3,0.0,0.0,0.0,,0.0,1.3,0.0,0.0,1.0,1.0,1.0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.0,1.0
80,233,Tarence Kinsey\kinseta01,SG,24,CLE,50,3,5.5,0.6,1.4,0.449,0.1,0.4,0.389,0.5,1.0,0.47100000000000003,0.5,0.7,0.8,0.868,0.2,0.6,0.8,0.2,0.2,0.0,0.4,0.7,2.0
81,318,Sasha Pavlovic\pavloal01,SF,25,CLE,66,12,16.0,1.8,4.2,0.42200000000000004,0.7,1.8,0.41,1.0,2.4,0.43,0.509,0.4,0.8,0.46299999999999997,0.5,1.5,1.9,1.1,0.3,0.2,0.7,1.8,4.6
82,371,Joe Smith\smithjo02,C,33,CLE,21,0,19.6,2.7,5.5,0.496,0.0,0.1,0.33299999999999996,2.7,5.3,0.5,0.5,1.0,1.3,0.75,1.7,3.0,4.8,0.8,0.3,0.7,0.5,2.4,6.5
83,383,Wally Szczerbiak\szczewa02,SF,31,CLE,74,5,20.6,2.4,5.4,0.45,0.9,2.3,0.41100000000000003,1.5,3.1,0.478,0.536,1.2,1.4,0.8490000000000001,0.6,2.6,3.1,1.1,0.4,0.1,0.7,1.8,7.0
84,401,Anderson Varejao\varejan01,PF,26,CLE,81,42,28.5,3.3,6.2,0.536,0.0,0.0,0.0,3.3,6.2,0.5379999999999999,0.536,1.9,3.1,0.616,2.0,5.1,7.2,1.0,0.9,0.8,1.0,3.0,8.6
85,409,Ben Wallace\wallabe01,PF,34,CLE,56,53,23.5,1.2,2.8,0.445,0.0,0.0,,1.2,2.8,0.445,0.445,0.5,1.1,0.42200000000000004,2.4,4.0,6.5,0.8,0.9,1.3,0.6,1.5,2.9
86,420,Delonte West\westde01,SG,25,CLE,64,64,33.6,4.5,9.8,0.457,1.4,3.6,0.39899999999999997,3.0,6.2,0.49,0.53,1.4,1.7,0.833,0.5,2.7,3.2,3.5,1.5,0.2,1.4,2.0,11.7
87,428,Jawad Williams\willija04,SF,25,CLE,10,0,2.0,0.5,1.2,0.41700000000000004,0.2,0.6,0.33299999999999996,0.3,0.6,0.5,0.5,0.0,0.0,,0.1,0.1,0.2,0.0,0.1,0.0,0.1,0.2,1.2
88,433,Mo Williams\willima01,PG,26,CLE,81,81,35.0,6.5,13.9,0.467,2.3,5.2,0.436,4.2,8.7,0.486,0.5479999999999999,2.6,2.8,0.912,0.6,2.9,3.4,4.1,0.9,0.1,2.2,2.7,17.8
89,442,Lorenzen Wright\wrighlo02,C,33,CLE,17,2,7.4,0.6,1.6,0.37,0.0,0.0,,0.6,1.6,0.37,0.37,0.2,0.5,0.375,0.4,1.1,1.5,0.2,0.2,0.3,0.5,1.0,1.4
90,29,J.J. Barea\bareajo01,SG,24,DAL,79,15,20.3,3.1,7.1,0.442,0.7,1.9,0.35700000000000004,2.4,5.1,0.474,0.491,0.9,1.2,0.753,0.5,1.8,2.2,3.4,0.5,0.1,1.3,1.5,7.8
91,33,Brandon Bass\bassbr01,C,23,DAL,81,0,19.4,3.1,6.3,0.496,0.0,0.1,0.0,3.1,6.2,0.502,0.496,2.2,2.6,0.867,1.6,2.9,4.5,0.5,0.3,0.7,1.1,1.7,8.5
92,78,Matt Carroll\carroma01,SG,28,DAL,21,0,6.7,0.4,1.6,0.273,0.0,0.4,0.125,0.4,1.2,0.32,0.28800000000000003,0.3,0.3,1.0,0.1,0.6,0.7,0.1,0.1,0.0,0.3,0.7,1.2
93,98,Erick Dampier\dampier01,C,33,DAL,80,80,23.0,2.3,3.5,0.65,0.0,0.0,,2.3,3.5,0.65,0.65,1.1,1.8,0.638,2.7,4.4,7.1,1.0,0.3,1.2,0.9,2.4,5.7
94,111,DeSagana Diop\diopde01,C,27,DAL,34,0,13.3,0.6,1.7,0.379,0.0,0.0,,0.6,1.7,0.379,0.379,0.4,0.9,0.414,1.3,2.1,3.5,0.4,0.4,0.7,0.3,1.6,1.6
95,148,Devean George\georgde01,SF,31,DAL,43,17,16.5,1.3,3.3,0.38,0.5,1.8,0.289,0.7,1.5,0.485,0.45799999999999996,0.4,0.5,0.773,0.6,1.2,1.8,0.3,0.5,0.3,0.4,1.3,3.4
96,162,Gerald Green\greenge01,SG,23,DAL,38,12,9.9,2.1,4.7,0.439,0.4,1.2,0.304,1.7,3.5,0.485,0.478,0.7,0.8,0.8440000000000001,0.4,1.1,1.4,0.4,0.3,0.1,0.9,1.3,5.2
97,188,Ryan Hollins\holliry01,C,24,DAL,27,2,9.6,1.1,2.2,0.525,0.0,0.0,,1.1,2.2,0.525,0.525,0.6,1.2,0.515,1.0,1.3,2.3,0.1,0.1,0.6,0.5,1.6,2.9
98,192,Josh Howard\howarjo01,SF,28,DAL,52,51,32.0,6.8,15.1,0.451,1.1,3.2,0.345,5.7,11.8,0.48,0.488,3.3,4.2,0.782,1.1,3.9,5.1,1.6,1.1,0.6,1.7,2.6,18.0
99,232,Jason Kidd*\kiddja01,PG,35,DAL,81,81,35.6,3.2,7.6,0.41600000000000004,1.6,4.0,0.406,1.6,3.6,0.42700000000000005,0.522,1.1,1.3,0.8190000000000001,1.0,5.1,6.2,8.7,2.0,0.5,2.3,2.1,9.0
100,303,Dirk Nowitzki\nowitdi01,PF,30,DAL,81,81,37.7,9.6,20.0,0.479,0.8,2.1,0.359,8.8,17.9,0.493,0.498,6.0,6.7,0.89,1.1,7.3,8.4,2.4,0.8,0.8,1.9,2.2,25.9
101,367,James Singleton\singlja01,PF,27,DAL,62,6,14.3,1.9,3.6,0.529,0.2,0.6,0.325,1.7,2.9,0.575,0.5589999999999999,1.1,1.3,0.8590000000000001,1.4,2.6,4.0,0.3,0.4,0.5,0.6,1.8,5.1
102,376,Jerry Stackhouse\stackje01,SG,34,DAL,10,1,16.2,1.6,6.0,0.267,0.3,1.9,0.158,1.3,4.1,0.317,0.292,0.7,0.7,1.0,0.5,1.2,1.7,1.2,0.4,0.1,0.9,0.6,4.2
103,386,Jason Terry\terryja01,SG,31,DAL,74,11,33.7,7.3,15.8,0.46299999999999997,2.3,6.2,0.366,5.1,9.6,0.525,0.535,2.7,3.0,0.88,0.5,1.9,2.4,3.4,1.3,0.3,1.6,1.9,19.6
104,435,Shawne Williams\willish03,SF,22,DAL,15,0,11.3,1.1,3.7,0.28600000000000003,0.1,1.1,0.059000000000000004,1.0,2.6,0.385,0.295,0.6,0.7,0.818,1.3,1.8,3.1,0.1,0.1,0.6,0.3,1.3,2.8
105,438,Antoine Wright\wrighan01,SF,24,DAL,65,53,23.9,2.8,6.6,0.415,0.7,2.3,0.302,2.1,4.3,0.475,0.46799999999999997,1.1,1.5,0.747,0.5,1.6,2.1,1.2,0.7,0.4,0.8,2.6,7.3
106,15,Chris Andersen\anderch01,C,$30 ,DEN,71,1,20.6,2.3,4.1,0.5479999999999999,0.0,0.1,0.2,2.2,4.0,0.56,0.551,1.8,2.5,0.718,2.3,3.9,6.2,0.4,0.6,2.5,1.0,2.5,6.4
107,$17 ,Carmelo Anthony\anthoca01,SF,$24 ,DEN,66,66,34.5,8.1,18.3,0.44299999999999995,1.0,2.6,0.371,7.2,15.7,0.455,0.469,5.6,7.1,0.7929999999999999,1.6,5.2,6.8,3.4,1.1,0.4,3.0,3.0,22.8
