Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
358,Ronnie Price\pricero01,PG,28,PHO,36,8,14.4,1.4,3.6,0.377,0.4,1.2,0.295,1,2.4,0.419,0.427,0.6,0.7,0.8,0.5,1.1,1.6,1.9,0.9,0.1,1.3,2,3.6
364,Michael Redd\reddmi01,SG,32,PHO,51,2,15.1,2.8,7.1,0.4,0.8,2.6,0.318,2,4.5,0.447,0.458,1.7,2.2,0.793,0.3,1.2,1.5,0.6,0.3,0,0.7,0.6,8.2
411,Sebastian Telfair\telfase01,PG,26,PHO,60,1,14.9,2.4,5.7,0.412,0.6,1.8,0.314,1.8,4,0.456,0.461,0.9,1.1,0.791,0.3,1.2,1.5,2.3,0.7,0.2,1.1,2,6.1
448,Hakim Warrick\warriha01,PF,29,PHO,35,0,14.4,2.1,5.1,0.411,0,0.3,0.1,2.1,4.9,0.429,0.414,2.2,2.8,0.768,0.9,1.7,2.6,0.9,0.2,0.1,1,1,6.4
6,LaMarcus Aldridge\aldrila01,PF,26,POR,55,55,36.3,8.8,17.1,0.512,0,0.2,0.182,8.7,16.9,0.516,0.513,4.1,5,0.814,2.7,5.3,8,2.4,0.9,0.8,2,2.8,21.7
26,Luke Babbitt\babbilu01,SF,22,POR,40,4,13.4,1.8,4.3,0.41,1.1,2.5,0.43,0.7,1.8,0.384,0.535,0.4,0.5,0.85,0.4,2,2.4,0.4,0.3,0.1,0.7,1.2,5.1
36,Nicolas Batum\batumni01,SF,23,POR,59,34,30.4,4.9,10.9,0.451,1.8,4.6,0.391,3.1,6.2,0.496,0.534,2.3,2.7,0.836,1.4,3.2,4.6,1.4,1,1,1.5,1.8,13.9
78,Marcus Camby\cambyma01,C,37,POR,40,40,22.4,1.7,4,0.416,0,0,,1.7,4,0.416,0.416,0.5,1,0.474,2.6,6.2,8.9,1.9,0.8,1.4,1.2,2.2,3.8
98,Jamal Crawford\crawfja01,PG,31,POR,60,6,26.9,4.7,12.3,0.384,1.3,4.3,0.308,3.4,8,0.426,0.438,3.2,3.4,0.927,0.3,1.7,2,3.2,0.9,0.2,1.9,1.2,14
142,Raymond Felton\feltora01,PG,27,POR,60,56,31.8,4.4,10.7,0.407,1,3.4,0.305,3.3,7.3,0.453,0.455,1.7,2.1,0.806,0.5,2,2.5,6.5,1.3,0.2,2.8,2,11.4
147,Jonny Flynn\flynnjo01,PG,22,POR,18,1,15.6,1.9,5,0.378,0.4,1.4,0.32,1.4,3.6,0.4,0.422,1,1.4,0.72,0.4,1.3,1.7,3.8,0.2,0.1,1.5,0.8,5.2
205,J.J. Hickson\hicksjj01,PF,23,POR,19,10,31.6,6.3,11.5,0.543,0,0.1,0,6.3,11.5,0.546,0.543,2.6,4,0.645,3.5,4.8,8.3,1.2,0.6,0.9,1.6,2.2,15.1
244,Armon Johnson\johnsar02,PG,22,POR,1,0,5,1,1,1,0,0,,1,1,1,1,0,0,,0,1,1,0,1,0,1,0,2
246,Chris Johnson\johnsch03,C,26,POR,20,0,4.7,0.6,1.2,0.478,0,0,,0.6,1.2,0.478,0.478,0.5,0.6,0.833,0.4,0.5,0.9,0.1,0.1,0.4,0.4,1,1.6
296,Wesley Matthews\matthwe02,SG,25,POR,66,53,33.8,4.8,11.6,0.412,2,5.1,0.383,2.8,6.5,0.434,0.496,2.2,2.6,0.86,0.8,2.5,3.4,1.7,1.5,0.2,1.1,2.2,13.7
360,Joel Przybilla\przybjo01,C,32,POR,27,19,16.6,0.8,1.8,0.458,0,0,,0.8,1.8,0.458,0.458,0.4,0.7,0.611,1.1,4,5.1,0.2,0.1,0.6,0.8,2.4,2
392,Craig Smith\smithcr01,PF,28,POR,47,0,9.9,1.3,2.5,0.504,0,0,0,1.3,2.5,0.509,0.504,0.8,1.1,0.717,0.7,1.6,2.3,0.4,0.3,0.1,0.5,1.2,3.3
399,Nolan Smith\smithno01,PG,23,POR,44,4,12.3,1.5,4.1,0.372,0.3,1,0.289,1.2,3.1,0.4,0.408,0.5,0.6,0.714,0.4,0.9,1.3,1.4,0.4,0.1,1,1.3,3.8
413,Hasheem Thabeet\thabeha01,C,24,POR,15,3,7.7,0.5,1.2,0.444,0,0,,0.5,1.2,0.444,0.444,0.9,1.3,0.65,1,1.3,2.3,0,0.1,0.5,0.5,1,1.9
415,Kurt Thomas\thomaku01,C,39,POR,53,3,15.2,1.4,3,0.465,0,0,,1.4,3,0.465,0.465,0.3,0.4,0.7,0.7,2.8,3.5,0.9,0.5,0.6,0.6,2.3,3
446,Gerald Wallace\wallage01,SF,29,POR,42,42,35.8,4.8,10.2,0.472,0.6,2.3,0.265,4.2,7.9,0.533,0.502,3,3.8,0.776,1.5,5.1,6.6,2.7,1.5,0.6,2,2.5,13.3
462,Elliot Williams\williel01,SG,22,POR,24,0,6.2,1.5,3.1,0.5,0.3,1.1,0.296,1.2,2,0.617,0.554,0.3,0.8,0.333,0.3,0.5,0.8,0.3,0.3,0.1,0.2,0.8,3.7
97,DeMarcus Cousins\couside01,C,21,SAC,64,62,30.5,7,15.6,0.448,0,0.2,0.143,7,15.4,0.453,0.449,4.1,5.8,0.702,4.1,6.8,11,1.6,1.5,1.2,2.7,4,18.1
137,Tyreke Evans\evansty01,SG,22,SAC,63,61,34.3,6.5,14.3,0.453,0.3,1.6,0.202,6.2,12.7,0.484,0.464,3.2,4.1,0.779,1,3.6,4.6,4.5,1.3,0.5,2.7,2.2,16.5
154,Jimmer Fredette\fredeji01,PG,22,SAC,61,7,18.6,2.8,7.3,0.386,1.3,3.5,0.361,1.5,3.8,0.409,0.473,0.7,0.8,0.833,0.3,0.9,1.2,1.8,0.5,0,1.1,1.2,7.6
159,Francisco Garcia\garcifr01,SF,30,SAC,49,3,16.3,1.8,4.7,0.376,0.8,2.7,0.29,1,2,0.49,0.459,0.5,0.6,0.8,0.2,1.8,2,0.6,0.7,0.8,0.4,1.5,4.8
181,Donte Greene\greendo01,PF,23,SAC,53,7,14.7,2,5,0.406,0.5,2,0.238,1.6,3,0.516,0.453,0.8,1,0.8,0.4,2.2,2.5,0.6,0.3,0.5,0.6,1.3,5.4
198,Chuck Hayes\hayesch01,C,28,SAC,54,9,19.2,1.4,3.1,0.429,0,0,0,1.4,3.1,0.435,0.429,0.5,0.7,0.667,1.3,3,4.3,1.4,0.7,0.3,0.9,2.1,3.2
205,J.J. Hickson\hicksjj01,PF,23,SAC,35,9,18.4,1.8,4.9,0.37,0,0,0,1.8,4.9,0.372,0.37,1.1,1.7,0.638,1.9,3.1,5.1,0.6,0.5,0.5,1.1,1.3,4.7
215,Tyler Honeycutt\honeyty01,SF,21,SAC,15,0,5.9,0.5,1.6,0.333,0.1,0.2,0.333,0.5,1.4,0.333,0.354,0.2,0.3,0.6,0.2,0.7,0.9,0.5,0.3,0.2,0.1,0.2,1.3
339,Travis Outlaw\outlatr01,SF,27,SAC,39,5,12.8,1.5,4.5,0.343,0.4,1.5,0.267,1.1,2.9,0.383,0.389,0.8,1.2,0.674,0.5,1.1,1.6,0.4,0.5,0.5,0.5,0.9,4.3
376,John Salmons\salmojo01,SF,32,SAC,46,32,27.2,3.1,7.5,0.409,0.7,2.4,0.295,2.3,5.1,0.464,0.457,0.6,1,0.644,0.4,2.5,2.9,2,0.8,0.2,1,1.7,7.5
414,Isaiah Thomas\thomais02,PG,22,SAC,65,37,25.5,3.9,8.8,0.448,1.3,3.4,0.379,2.7,5.4,0.491,0.521,2.4,2.8,0.832,0.7,1.8,2.6,4.1,0.8,0.1,1.6,1.9,11.5
420,Jason Thompson\thompja02,PF,25,SAC,64,47,25.9,3.7,6.9,0.535,0,0,0,3.7,6.9,0.537,0.535,1.7,2.8,0.602,2.6,4.3,6.9,1.2,0.7,0.7,1.1,2.3,9.1
424,Marcus Thornton\thornma01,SG,24,SAC,51,51,34.9,6.9,15.7,0.438,2.1,6.1,0.345,4.8,9.7,0.497,0.505,2.8,3.2,0.865,1.6,2,3.7,1.9,1.4,0.2,1.6,2.2,18.7
457,Hassan Whiteside\whiteha01,C,22,SAC,18,0,6.1,0.7,1.5,0.444,0,0,,0.7,1.5,0.444,0.444,0.3,0.7,0.417,0.9,1.3,2.2,0,0.2,0.8,0.3,0.7,1.6
471,Terrence Williams\willite01,SG,24,SAC,18,0,20.5,3.6,7.8,0.461,0.4,1.5,0.296,3.2,6.3,0.5,0.489,1.2,1.9,0.618,0.6,3.5,4.1,3.1,0.9,0.3,1.8,1.1,8.8
15,James Anderson\anderja01,SG,22,SAS,51,2,11.8,1.3,3.4,0.379,0.4,1.3,0.279,0.9,2.1,0.443,0.434,0.8,1,0.75,0.3,1.2,1.5,0.8,0.2,0,0.6,0.7,3.7
47,DeJuan Blair\blairde01,PF,22,SAS,64,62,21.3,4.2,7.9,0.534,0,0,0,4.2,7.9,0.535,0.534,1.1,1.9,0.613,2.4,3.1,5.5,1.2,0.9,0.2,1.4,2.6,9.5
53,Matt Bonner\bonnema01,PF,31,SAS,65,2,20.4,2.4,5.4,0.44,1.6,3.8,0.42,0.8,1.5,0.49,0.59,0.2,0.3,0.762,0.4,2.8,3.3,0.9,0.2,0.3,0.2,1,6.6
74,Derrick Byars\byarsde01,PF,27,SAS,2,0,18.5,1.5,5.5,0.273,0,3,0,1.5,2.5,0.6,0.273,2,2,1,3,2.5,5.5,0.5,1,0,0,1,5
110,Eric Dawson\dawsoer01,C,27,SAS,4,0,9.8,1.8,3,0.583,0,0,,1.8,3,0.583,0.583,0.3,0.5,0.5,1.3,1.3,2.5,0,0.3,0.5,0.8,1.5,3.8
114,Justin Dentmon\dentmju01,PG,26,SAS,2,0,9.5,1,3,0.333,0,2,0,1,1,1,0.333,0,0,,0,0.5,0.5,0.5,0.5,0,0.5,1,2
116,Boris Diaw\diawbo01,PF,29,SAS,20,7,20.3,2,3.4,0.588,0.4,0.7,0.615,1.6,2.8,0.582,0.647,0.3,0.4,0.625,1.2,3.1,4.3,2.4,0.7,0.3,1.4,2.7,4.7
117,Ike Diogu\dioguik01,PF,28,SAS,2,0,7,0,1,0,0,0,,0,1,0,0,1,1,1,0,0.5,0.5,0,0,0,0.5,0.5,1
124,Tim Duncan\duncati01,C,35,SAS,58,58,28.2,6.2,12.6,0.492,0,0.1,0,6.2,12.6,0.495,0.492,3,4.3,0.695,1.9,7.1,9,2.3,0.7,1.5,1.7,1.7,15.4
150,T.J. Ford\fordtj01,PG,28,SAS,14,0,13.6,1.4,3.1,0.442,0.1,0.6,0.25,1.2,2.5,0.486,0.465,0.8,1,0.786,0.2,1.1,1.3,3.2,0.6,0.1,1.6,1.6,3.6
168,Manu Ginobili\ginobma01,SG,34,SAS,34,7,23.3,4.4,8.4,0.526,1.5,3.7,0.413,2.9,4.7,0.616,0.618,2.6,3,0.871,0.5,2.9,3.4,4.4,0.7,0.4,1.9,1.6,12.9
178,Danny Green\greenda02,SG,24,SAS,66,38,23.1,3.2,7.2,0.442,1.5,3.5,0.436,1.7,3.7,0.449,0.549,1.2,1.5,0.79,0.8,2.6,3.5,1.3,0.9,0.7,1,1.6,9.1
231,Stephen Jackson\jacksst02,SF,33,SAS,21,1,23.8,3,7.3,0.405,0.9,3,0.306,2,4.3,0.473,0.467,2.1,2.6,0.815,0.3,3.6,3.9,2,1.3,0.3,1.8,1.8,8.9
237,Richard Jefferson\jefferi01,SF,31,SAS,41,41,28.5,3.2,7.8,0.414,2,4.6,0.421,1.3,3.1,0.403,0.539,0.9,1.2,0.7,0.4,3,3.5,1.3,0.6,0.3,0.8,2,9.2
259,Cory Joseph\josepco01,PG,20,SAS,29,1,9.2,0.8,2.4,0.314,0.1,0.5,0.2,0.7,1.9,0.345,0.336,0.4,0.6,0.647,0.2,0.7,0.9,1.2,0.2,0.1,0.4,0.6,2
274,Kawhi Leonard\leonaka01,SF,20,SAS,64,39,24,3.1,6.3,0.493,0.6,1.7,0.376,2.5,4.6,0.536,0.543,1.1,1.4,0.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9
311,Patty Mills\millspa02,PG,23,SAS,16,3,16.3,3.9,8.1,0.485,1.5,3.5,0.429,2.4,4.6,0.527,0.577,0.9,0.9,1,0.3,1.5,1.8,2.4,0.6,0.1,1.6,0.9,10.3
328,Gary Neal\nealga01,SG,27,SAS,56,7,21.5,3.8,8.7,0.436,1.5,3.5,0.419,2.3,5.1,0.448,0.522,0.9,1.1,0.781,0.2,1.9,2.1,2.1,0.5,0,1.1,1.3,9.9
345,Tony Parker\parketo01,PG,29,SAS,60,60,32.1,7.1,14.8,0.48,0.2,1,0.23,6.9,13.8,0.498,0.488,3.8,4.7,0.799,0.4,2.5,2.9,7.7,1,0.1,2.6,1.3,18.3
401,Tiago Splitter\splitti01,C,27,SAS,59,2,19,3.6,5.8,0.618,0,0,,3.6,5.8,0.618,0.618,2.1,3.1,0.691,1.6,3.6,5.2,1.1,0.4,0.8,1.5,2.3,9.3
417,Malcolm Thomas\thomama01,PF,23,SAS,3,0,5,0,1,0,0,0,,0,1,0,0,0.3,0.7,0.5,0.3,0.7,1,0.3,0.3,0.3,0,0,0.3
4,Solomon Alabi\alabiso01,C,23,TOR,14,0,8.7,0.9,2.6,0.361,0,0,,0.9,2.6,0.361,0.361,0.5,0.6,0.875,1.1,2.3,3.4,0.2,0.1,0.6,0.4,0.8,2.4
14,Alan Anderson\anderal01,SF,29,TOR,17,12,27.1,3.2,8.4,0.387,1.4,3.6,0.393,1.8,4.8,0.383,0.472,1.7,2,0.853,0.5,1.5,2,1.5,0.3,0.2,1.5,2.1,9.6
28,Leandro Barbosa\barbole01,SG,29,TOR,42,0,22.5,4.7,10.8,0.436,1,2.6,0.36,3.8,8.2,0.461,0.48,1.8,2.2,0.835,0.5,1.4,1.9,1.5,0.9,0.2,1.6,2.4,12.2
30,Andrea Bargnani\bargnan01,C,26,TOR,31,31,33.3,6.7,15.6,0.432,1.1,3.7,0.296,5.6,11.9,0.474,0.467,4.9,5.6,0.873,0.8,4.8,5.5,2,0.6,0.5,2.2,1.7,19.5
37,Jerryd Bayless\bayleje01,PG,23,TOR,31,11,22.7,3.8,8.9,0.424,1.4,3.4,0.423,2.4,5.5,0.424,0.504,2.4,2.8,0.852,0.3,1.9,2.1,3.8,0.8,0.1,1.7,2.3,11.4
73,Rasual Butler\butlera01,SF,32,TOR,34,14,13.3,1.2,3.9,0.308,0.6,2.3,0.273,0.6,1.6,0.357,0.387,0.2,0.4,0.583,0.2,1.8,1.9,0.6,0.2,0.1,0.4,1.1,3.2
77,Jose Calderon\caldejo01,PG,30,TOR,53,53,33.9,4.1,9,0.457,1.1,3,0.371,3,6,0.5,0.519,1.1,1.3,0.882,0.4,2.7,3,8.8,0.9,0.1,2,1.8,10.5
82,Anthony Carter\cartean01,PG,36,TOR,24,0,8.7,0.7,2.2,0.321,0.2,0.7,0.294,0.5,1.5,0.333,0.368,0.3,0.4,0.8,0.2,1.2,1.4,1.4,0.3,0.2,0.7,0.8,2
107,Ed Davis\davised01,PF,22,TOR,66,9,23.2,2.6,5.1,0.513,0,0,0,2.6,5.1,0.515,0.513,1.1,1.6,0.67,2,4.6,6.6,0.9,0.6,1,1,2.4,6.3
114,Justin Dentmon\dentmju01,PG,26,TOR,4,0,18,2,5.5,0.364,0.5,2.5,0.2,1.5,3,0.5,0.409,1,1.5,0.667,0,1.8,1.8,2.3,0.3,0,1.5,2,5.5
115,DeMar DeRozan\derozde01,SG,22,TOR,63,63,35,6,14.3,0.422,0.4,1.5,0.261,5.7,12.9,0.44,0.435,4.3,5.3,0.81,0.6,2.7,3.3,2,0.8,0.3,2,2.6,16.7
149,Gary Forbes\forbega01,SG,26,TOR,48,2,14.9,2.3,5.6,0.413,0.6,1.7,0.349,1.7,3.9,0.441,0.467,1.4,1.9,0.725,0.6,1.6,2.1,1.1,0.5,0.1,1.1,1.2,6.6
177,Aaron Gray\grayaa01,C,27,TOR,49,40,16.6,1.7,3.3,0.516,0,0,,1.7,3.3,0.516,0.516,0.5,1,0.532,1.7,4,5.7,0.6,0.4,0.3,1,2.6,3.9
243,Amir Johnson\johnsam01,PF,24,TOR,64,43,24.3,3.1,5.3,0.576,0,0.1,0.4,3,5.2,0.579,0.579,0.9,1.3,0.69,2.3,4,6.4,1.2,0.5,1.1,1.5,3.3,7.1
249,James Johnson\johnsja01,SF,24,TOR,62,40,25.2,3.8,8.4,0.45,0.3,1,0.317,3.5,7.4,0.467,0.468,1.3,1.9,0.704,1.2,3.5,4.7,2,1.1,1.4,1.6,2.9,9.1
265,Linas Kleiza\kleizli01,SF,27,TOR,49,3,21.6,3.4,8.4,0.402,1.3,3.7,0.346,2.1,4.7,0.446,0.478,1.7,2,0.81,0.9,3.2,4.1,0.9,0.5,0.1,1.3,2.4,9.7
289,Jamaal Magloire\magloja01,C,33,TOR,34,1,11,0.5,1.3,0.378,0,0,,0.5,1.3,0.378,0.378,0.2,0.8,0.259,0.7,2.6,3.3,0.2,0.1,0.3,0.6,1.9,1.2
434,Ben Uzoh\uzohbe01,PG,23,TOR,16,8,22.3,2.1,5.9,0.351,0,0.1,0,2.1,5.8,0.355,0.351,0.7,1.2,0.579,1.1,2.9,3.9,3.7,1,0.2,1.2,1.9,4.8
28,Leandro Barbosa\barbole01,SG,29,TOT,64,0,21.6,4.2,10,0.425,1,2.7,0.382,3.2,7.3,0.441,0.476,1.6,1.9,0.815,0.5,1.5,2,1.5,0.9,0.1,1.5,2.1,11.1
78,Marcus Camby\cambyma01,C,37,TOT,59,53,22.9,2.2,4.9,0.446,0,0.1,0.4,2.1,4.8,0.447,0.449,0.5,1.1,0.453,2.7,6.3,9,1.8,0.8,1.4,1,2.1,4.9
80,DeMarre Carroll\carrode01,SF-PF,25,TOT,24,9,14.5,1.8,4.4,0.41,0.3,0.8,0.368,1.5,3.6,0.419,0.443,0.6,0.7,0.875,1.2,1,2.2,0.8,0.5,0,0.5,1.5,4.5
95,Brian Cook\cookbr01,PF,31,TOT,32,0,8.6,1,3.1,0.316,0.3,1.6,0.2,0.7,1.5,0.438,0.367,0.3,0.3,0.9,0.3,1.7,2,0.3,0.2,0.2,0.3,1.5,2.5
114,Justin Dentmon\dentmju01,PG,26,TOT,6,0,15.2,1.7,4.7,0.357,0.3,2.3,0.143,1.3,2.3,0.571,0.393,0.7,1,0.667,0,1.3,1.3,1.7,0.3,0,1.2,1.7,4.3
116,Boris Diaw\diawbo01,PF,29,TOT,57,35,25,2.7,6.2,0.444,0.5,1.7,0.313,2.2,4.4,0.496,0.489,0.4,0.6,0.629,1.2,3.7,4.9,3.6,0.6,0.4,2,2.2,6.4
130,Monta Ellis\ellismo01,SG,26,TOT,58,58,36.6,7.8,17.9,0.433,1.1,3.5,0.308,6.7,14.5,0.462,0.463,3.8,4.7,0.796,0.3,3.1,3.4,6,1.5,0.3,3.1,2.3,20.4
138,Christian Eyenga\eyengch01,SF,22,TOT,7,0,14.6,0.9,3.6,0.24,0.1,0.4,0.333,0.7,3.1,0.227,0.26,0.6,1.1,0.5,0.6,1.4,2,0.7,0.4,0.7,0.4,1,2.4
146,Derek Fisher\fishede01,PG,37,TOT,63,43,23.9,2,5.5,0.371,0.6,1.7,0.321,1.5,3.8,0.393,0.421,0.9,1.1,0.851,0.2,1.7,1.9,2.7,0.8,0.1,1.2,1.9,5.6
147,Jonny Flynn\flynnjo01,PG,22,TOT,29,1,14.3,1.6,4.5,0.351,0.3,1.2,0.294,1.2,3.3,0.371,0.389,1,1.3,0.744,0.3,1.1,1.3,3.3,0.2,0.1,1.2,0.8,4.5
151,Courtney Fortson\fortsco01,PG,23,TOT,10,0,9.5,1.1,3.2,0.344,0.3,1.3,0.231,0.8,1.9,0.421,0.391,1,1.5,0.667,0.6,0.9,1.5,1,0.3,0,1,0.5,3.5
169,Mickell Gladness\gladnmi01,PF,25,TOT,26,7,9.7,1,2.3,0.424,0,0,,1,2.3,0.424,0.424,0.2,0.5,0.5,0.5,1.7,2.2,0.2,0.2,0.8,0.3,1.2,2.2
205,J.J. Hickson\hicksjj01,PF,23,TOT,54,19,23,3.4,7.3,0.467,0,0,0,3.4,7.2,0.469,0.467,1.6,2.5,0.642,2.5,3.7,6.2,0.8,0.6,0.6,1.3,1.6,8.4
207,Nene Hilario\hilarne01,C,29,TOT,39,33,28.5,5.4,10.1,0.537,0,0.1,0,5.4,10,0.542,0.537,2.9,4.3,0.673,1.6,5.8,7.5,2.1,1.1,1,2.5,2.4,13.7
210,Jordan Hill\hilljo01,C,24,TOT,39,8,14.1,2.1,4.2,0.497,0,0.1,0,2.1,4.2,0.506,0.497,0.8,1.2,0.638,1.6,3.2,4.8,0.4,0.4,0.7,0.8,1.8,5
214,Ryan Hollins\holliry01,C,27,TOT,39,8,13.4,1.2,2.2,0.548,0,0,,1.2,2.2,0.548,0.548,1,1.9,0.52,0.9,1.2,2.1,0.2,0.1,0.4,0.9,2,3.4
221,Lester Hudson\hudsole01,PG,27,TOT,16,0,20.9,3.9,10.1,0.383,1,4,0.25,2.9,6.1,0.469,0.432,2.1,2.6,0.829,0.4,2.4,2.9,2.3,0.9,0.2,2,1.6,10.9
231,Stephen Jackson\jacksst02,SF,33,TOT,47,14,25.8,3.4,9,0.374,1,3.6,0.288,2.3,5.4,0.431,0.432,2,2.4,0.825,0.5,3,3.5,2.5,1.1,0.3,2.2,2.1,9.8
237,Richard Jefferson\jefferi01,SF,31,TOT,63,44,27.7,3.2,7.7,0.416,1.8,4.3,0.42,1.4,3.5,0.411,0.532,0.9,1.3,0.694,0.4,3.1,3.5,1.4,0.6,0.3,0.8,1.9,9.2
244,Armon Johnson\johnsar02,PG,22,TOT,9,0,13.8,2.2,4.8,0.465,0.1,0.3,0.333,2.1,4.4,0.475,0.477,0.7,0.7,1,0.1,1.3,1.4,1.2,0.6,0,0.7,1,5.2
246,Chris Johnson\johnsch03,C,26,TOT,27,0,6.5,0.7,1.5,0.488,0,0,,0.7,1.5,0.488,0.488,0.6,0.7,0.789,0.6,0.9,1.5,0.1,0.2,0.3,0.6,1.2,2
256,Solomon Jones\jonesso01,C-PF,27,TOT,21,1,13.9,1.1,2.9,0.393,0,0,,1.1,2.9,0.393,0.393,0.9,1.1,0.826,1.5,1.2,2.8,0.4,0.4,0.5,0.9,2,3.2
301,JaVale McGee\mcgeeja01,C,24,TOT,61,45,25.2,5,9,0.556,0,0,,5,9,0.556,0.556,1.3,2.7,0.461,2.7,5.1,7.8,0.5,0.6,2.2,1.4,2.7,11.3
384,Ramon Sessions\sessira01,PG,25,TOT,64,23,26.7,3.8,8.8,0.428,0.7,1.5,0.443,3.1,7.3,0.425,0.466,3,3.9,0.782,0.5,2.8,3.3,5.5,0.7,0,2.2,1.6,11.3
391,Donald Sloan\sloando01,PG,24,TOT,33,11,20.3,2.4,6,0.399,0.1,0.8,0.08,2.3,5.2,0.445,0.404,0.7,0.9,0.767,0.5,1.5,2,3.2,0.4,0.1,1.5,1.1,5.5
394,Ish Smith\smithis01,PG,23,TOT,26,1,9,1.2,3.1,0.383,0.1,0.3,0.333,1.1,2.8,0.389,0.401,0.3,0.4,0.7,0.3,1.1,1.3,1.6,0.6,0.1,0.5,0.6,2.8
413,Hasheem Thabeet\thabeha01,C,24,TOT,20,3,7,0.6,1.1,0.524,0,0,,0.6,1.1,0.524,0.524,0.7,1,0.65,0.8,1.3,2.1,0,0.1,0.5,0.4,1,1.8
427,Ronny Turiaf\turiaro01,C,29,TOT,17,5,16.4,1.1,1.9,0.576,0,0.1,0,1.1,1.9,0.594,0.576,0.8,1.3,0.591,1.2,2.9,4.1,0.6,0.8,1,0.8,2.3,3
432,Ekpe Udoh\udohek01,C,24,TOT,61,11,21.1,2.1,4.8,0.431,0,0,0,2.1,4.8,0.433,0.431,1.4,1.9,0.754,1.6,2.5,4.2,0.9,0.7,1.7,0.9,2.9,5.6
434,Ben Uzoh\uzohbe01,PG,23,TOT,18,8,20.6,1.9,5.5,0.354,0,0.1,0,1.9,5.4,0.357,0.354,0.6,1.1,0.579,1.1,2.7,3.7,3.4,0.9,0.2,1.1,1.7,4.5
446,Gerald Wallace\wallage01,SF,29,TOT,58,58,35.8,4.9,10.9,0.454,0.8,2.6,0.307,4.2,8.3,0.5,0.491,3.1,3.9,0.8,1.5,5.2,6.7,2.8,1.5,0.6,1.9,2.5,13.8
447,Luke Walton\waltolu01,PF-SF,31,TOT,30,0,12.1,0.8,2.2,0.369,0.2,0.7,0.35,0.6,1.5,0.378,0.423,0,0,,0.4,1.2,1.6,1.2,0.2,0,0.9,1.4,1.8
468,Sean Williams\willise01,C,25,TOT,11,0,9.7,1.3,2,0.636,0,0,,1.3,2,0.636,0.636,1.1,1.2,0.923,1.2,1.1,2.3,0.5,0.4,0.7,0.9,1.6,3.6
471,Terrence Williams\willite01,SG,24,TOT,30,0,18.3,2.8,6.6,0.429,0.5,1.5,0.348,2.3,5.1,0.454,0.47,0.9,1.5,0.587,0.4,3,3.4,2.2,0.7,0.2,1.4,1.2,7.1
476,Nick Young\youngni01,SG,26,TOT,62,35,27.9,5.1,12.6,0.403,1.7,4.5,0.365,3.4,8.1,0.424,0.469,2.3,2.7,0.852,0.5,1.6,2.1,0.9,0.7,0.3,1.3,2.3,14.2
477,Sam Young\youngsa01,SF,26,TOT,35,2,10.7,1.3,3.6,0.354,0.1,0.5,0.294,1.1,3.1,0.364,0.374,0.5,0.7,0.731,0.6,1.2,1.8,0.4,0.5,0.2,0.5,0.7,3.3
3,Blake Ahearn\ahearbl01,PG,27,UTA,4,0,7.5,1,3.5,0.286,0.5,2.3,0.222,0.5,1.3,0.4,0.357,0,0,,0,0.5,0.5,0.3,0,0,1.3,1,2.5
41,Raja Bell\bellra01,SG,35,UTA,34,33,23.4,2.4,5.1,0.466,1,2.6,0.391,1.4,2.6,0.54,0.563,0.6,0.7,0.84,0.2,1.3,1.4,1.1,0.4,0.1,0.6,2.3,6.4
70,Alec Burks\burksal01,SG,20,UTA,59,0,15.9,2.6,6.1,0.429,0.3,0.8,0.333,2.3,5.3,0.442,0.45,1.8,2.4,0.727,1,1.3,2.2,0.9,0.5,0.1,0.9,1.4,7.2
80,DeMarre Carroll\carrode01,SF,25,UTA,20,9,16.4,1.9,5,0.374,0.4,1,0.368,1.5,4,0.375,0.409,0.7,0.8,0.875,1.4,1.1,2.5,0.8,0.6,0.1,0.5,1.8,4.8
134,Jeremy Evans\evansje01,SF,24,UTA,29,0,7.5,0.9,1.4,0.643,0,0,0,0.9,1.4,0.659,0.643,0.3,0.6,0.5,0.7,1.1,1.7,0.4,0.2,0.8,0.2,0.8,2.1
141,Derrick Favors\favorde01,PF,20,UTA,65,9,21.2,3.4,6.8,0.499,0,0,,3.4,6.8,0.499,0.499,1.9,3,0.649,2.4,4.1,6.5,0.7,0.6,1,1.6,2.2,8.8
192,Devin Harris\harride01,PG,28,UTA,63,63,27.6,3.8,8.6,0.445,1.2,3.4,0.362,2.6,5.2,0.498,0.516,2.5,3.3,0.746,0.2,1.6,1.8,5,1,0.2,1.9,2.2,11.3
199,Gordon Hayward\haywago01,SF,21,UTA,66,58,30.5,4,8.9,0.456,0.8,2.4,0.346,3.2,6.5,0.496,0.503,2.9,3.5,0.832,0.9,2.6,3.5,3.1,0.8,0.6,1.7,1.6,11.8
219,Josh Howard\howarjo01,SF,31,UTA,43,18,23,3.3,8.4,0.399,0.2,0.9,0.243,3.1,7.5,0.417,0.411,1.7,2.3,0.773,0.9,2.8,3.7,1.2,0.7,0.2,1.2,2.1,8.7
