Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
236,Al Jefferson\jeffeal01,C,27,UTA,61,61,34,8.5,17.2,0.492,0,0.1,0.25,8.4,17.1,0.493,0.493,2.2,2.9,0.774,2.2,7.4,9.6,2.2,0.8,1.7,1,2.5,19.2
261,Enes Kanter\kanteen01,C,19,UTA,66,0,13.2,1.8,3.6,0.496,0,0,0,1.8,3.6,0.498,0.496,1.1,1.6,0.667,1.6,2.6,4.2,0.1,0.3,0.3,0.8,1.3,4.6
306,C.J. Miles\milescj01,SG,24,UTA,56,14,20.4,3.2,8.3,0.381,0.8,2.7,0.307,2.3,5.6,0.416,0.43,1.9,2.4,0.794,0.5,1.6,2.1,1.2,0.8,0.3,0.9,2.2,9.1
312,Paul Millsap\millspa01,PF,26,UTA,64,62,32.8,6.7,13.5,0.495,0.1,0.5,0.226,6.5,13,0.505,0.499,3.2,4,0.792,2.8,6,8.8,2.3,1.8,0.8,1.8,3.5,16.6
425,Jamaal Tinsley\tinslja01,PG,33,UTA,37,1,13.7,1.5,3.8,0.404,0.3,1,0.27,1.3,2.8,0.452,0.44,0.4,0.5,0.765,0.2,1.1,1.2,3.3,0.5,0.2,1.4,1.3,3.7
451,Earl Watson\watsoea01,PG,32,UTA,50,2,20.7,1.1,3.2,0.338,0.2,1,0.192,0.9,2.2,0.407,0.369,0.6,0.9,0.674,0.6,1.8,2.4,4.3,1.1,0.4,1.7,2.1,3
10,Morris Almond\almonmo01,SG,26,WAS,4,0,16.8,1.5,4.3,0.353,0.3,0.8,0.333,1.3,3.5,0.357,0.382,0.3,0.8,0.333,0.3,1.8,2,0.5,1.8,0,0.3,1.5,3.5
49,Andray Blatche\blatcan01,PF,25,WAS,26,13,24.1,3.6,9.4,0.38,0.1,0.3,0.286,3.5,9.2,0.382,0.384,1.3,1.9,0.673,1.6,4.2,5.8,1.1,0.8,0.7,1.4,2.1,8.5
54,Trevor Booker\booketr01,PF,24,WAS,50,32,25.2,3.6,6.8,0.531,0,0,0.5,3.6,6.8,0.531,0.532,1.1,1.9,0.602,2.4,4.1,6.5,0.8,1,0.9,1.2,2.8,8.4
95,Brian Cook\cookbr01,PF,31,WAS,16,0,9.7,1.3,3.1,0.408,0.3,1.4,0.217,0.9,1.6,0.577,0.459,0.3,0.4,0.833,0.4,2.1,2.5,0.5,0.3,0.1,0.4,1.4,3.1
99,Jordan Crawford\crawfjo02,SG,23,WAS,64,32,27.4,5.5,13.6,0.4,1.2,4.3,0.289,4.2,9.4,0.451,0.446,2.5,3.2,0.793,0.7,1.9,2.6,3,0.9,0.1,2.2,1.7,14.7
135,Maurice Evans\evansma01,SF,33,WAS,24,0,14.3,1.9,4.7,0.402,0.7,1.9,0.378,1.2,2.8,0.418,0.478,0.4,0.5,0.769,0.3,0.7,1,0.4,0.6,0,0.4,1.5,4.9
207,Nene Hilario\hilarne01,C,29,WAS,11,6,25.8,6.2,10.2,0.607,0,0.2,0,6.2,10,0.618,0.607,2.1,3.2,0.657,1.8,5.7,7.5,1.7,0.5,1.2,1.7,2.4,14.5
277,Rashard Lewis\lewisra02,SF,32,WAS,28,15,26,3,7.9,0.385,0.6,2.4,0.239,2.5,5.5,0.448,0.421,1.1,1.3,0.838,1.2,2.7,3.9,1,0.8,0.4,1.1,1.8,7.8
286,Shelvin Mack\macksh01,PG,21,WAS,64,0,12.2,1.4,3.4,0.4,0.2,0.7,0.286,1.2,2.8,0.427,0.427,0.7,0.9,0.712,0.2,1.3,1.4,2,0.4,0,0.8,0.8,3.6
292,Cartier Martin\martica01,SF,27,WAS,17,2,23,3.5,7.9,0.44,1.7,4.4,0.387,1.8,3.5,0.508,0.549,0.6,1.1,0.579,0.7,2.7,3.4,0.6,0.6,0.1,0.8,2.1,9.3
295,Roger Mason\masonro01,SG,31,WAS,52,0,13.4,2,5,0.399,1.1,3,0.383,0.8,2,0.423,0.514,0.4,0.5,0.778,0.1,1.2,1.3,0.9,0.3,0.1,0.6,0.6,5.5
301,JaVale McGee\mcgeeja01,C,24,WAS,41,40,27.4,5.2,9.8,0.535,0,0,,5.2,9.8,0.535,0.535,1.4,2.8,0.5,3.1,5.7,8.8,0.6,0.6,2.5,1.7,2.9,11.9
325,Hamady N'Diaye\ndiayha01,C,25,WAS,3,0,1,0,0.3,0,0,0,,0,0.3,0,0,0,0,,0,0,0,0,0,0,0,0,0
383,Kevin Seraphin\serapke01,C,22,WAS,57,21,20.6,3.6,6.7,0.531,0,0,0,3.6,6.7,0.533,0.531,0.8,1.2,0.671,1.8,3.1,4.9,0.6,0.3,1.3,1.2,2.3,7.9
388,Chris Singleton\singlch01,SF,22,WAS,66,51,21.7,1.8,4.7,0.372,0.7,1.9,0.346,1.1,2.8,0.389,0.442,0.5,0.7,0.682,0.7,2.9,3.5,0.7,1.1,0.5,0.6,2.7,4.6
389,James Singleton\singlja01,PF,30,WAS,12,0,21.8,3.4,6.3,0.547,0.2,0.8,0.222,3.3,5.5,0.591,0.56,1.2,1.3,0.933,2.1,4.7,6.8,1.3,0.8,0.7,0.8,2.3,8.2
427,Ronny Turiaf\turiaro01,C,29,WAS,4,0,14.5,0.8,0.8,1,0,0,,0.8,0.8,1,1,0,0,,0.3,2.8,3,1.3,1.5,0.8,1.5,1.8,1.5
431,Edwin Ubiles\ubileed01,SF,25,WAS,4,0,13,1.3,4.5,0.278,0.3,1.3,0.2,1,3.3,0.308,0.306,0.8,0.8,1,0.5,2,2.5,0.3,0.3,0.3,0.3,0.3,3.5
437,Jan Vesely\veselja01,PF,21,WAS,57,20,18.9,2.1,3.8,0.537,0,0,0,2.1,3.8,0.539,0.537,0.6,1.1,0.532,1.8,2.6,4.4,0.8,0.7,0.6,1.1,2.7,4.7
444,John Wall\walljo01,PG,21,WAS,66,66,36.2,5.7,13.5,0.423,0,0.6,0.071,5.7,12.9,0.44,0.424,4.8,6.1,0.789,0.7,3.8,4.5,8,1.4,0.9,3.9,2.1,16.3
476,Nick Young\youngni01,SG,26,WAS,40,32,30.3,6,14.8,0.406,1.8,4.9,0.371,4.2,9.9,0.424,0.468,2.8,3.3,0.862,0.5,1.9,2.4,1.2,0.8,0.3,1.5,2.3,16.6
